encoder,scenario,seed,round,target,test_acc,test_f1_macro,uplink_bytes,downlink_bytes
cnnpff,7,0,0,KuHar,0.25,0.1391158600460926,0,0
cnnpff,7,0,0,MotionSense,0.33984375,0.17916063350955766,0,0
cnnpff,7,0,0,RealWorld_thigh,0.32430555555555557,0.17187360601511278,0,0
cnnpff,7,0,0,RealWorld_waist,0.310546875,0.16296436077283263,0,0
cnnpff,7,0,0,UCI,0.4,0.23339847343427564,0,0
cnnpff,7,0,0,WISDM,0.240625,0.1362983279103856,0,0
cnnpff,7,0,1,KuHar,0.1875,0.0784313725490196,3499920,3499920
cnnpff,7,0,1,MotionSense,0.189453125,0.09397714528780332,3499920,3499920
cnnpff,7,0,1,RealWorld_thigh,0.17256944444444444,0.10616850234660176,3499920,3499920
cnnpff,7,0,1,RealWorld_waist,0.1515625,0.07732689454126589,3499920,3499920
cnnpff,7,0,1,UCI,0.0359375,0.037799514710342735,3499920,3499920
cnnpff,7,0,1,WISDM,0.2546875,0.11394330208869541,3499920,3499920
cnnpff,7,0,2,KuHar,0.375,0.1903190319031903,3499920,3499920
cnnpff,7,0,2,MotionSense,0.357421875,0.24025234925823005,3499920,3499920
cnnpff,7,0,2,RealWorld_thigh,0.4197916666666667,0.35548962676464607,3499920,3499920
cnnpff,7,0,2,RealWorld_waist,0.321484375,0.244295560209853,3499920,3499920
cnnpff,7,0,2,UCI,0.2765625,0.21982703650565916,3499920,3499920
cnnpff,7,0,2,WISDM,0.50234375,0.2786942154719098,3499920,3499920
cnnpff,7,0,3,KuHar,0.421875,0.26405228758169935,3499920,3499920
cnnpff,7,0,3,MotionSense,0.4765625,0.38955586984031415,3499920,3499920
cnnpff,7,0,3,RealWorld_thigh,0.5347222222222222,0.4697921737126218,3499920,3499920
cnnpff,7,0,3,RealWorld_waist,0.45078125,0.3893610157965793,3499920,3499920
cnnpff,7,0,3,UCI,0.44375,0.31155170092622714,3499920,3499920
cnnpff,7,0,3,WISDM,0.579296875,0.339811433588205,3499920,3499920
cnnpff,7,0,4,KuHar,0.515625,0.342826420890937,3499920,3499920
cnnpff,7,0,4,MotionSense,0.564453125,0.495676695214192,3499920,3499920
cnnpff,7,0,4,RealWorld_thigh,0.5614583333333333,0.49133578362524233,3499920,3499920
cnnpff,7,0,4,RealWorld_waist,0.481640625,0.4045437314655887,3499920,3499920
cnnpff,7,0,4,UCI,0.5203125,0.36177959762241435,3499920,3499920
