encoder,scenario,seed,round,target,test_acc,test_f1_macro,uplink_bytes,downlink_bytes
resnetse5,6,1,0,KuHar,0.0625,0.030303030303030304,0,0
resnetse5,6,1,0,MotionSense,0.1728515625,0.06420021762785637,0,0
resnetse5,6,1,0,RealWorld_thigh,0.16770833333333332,0.06540521337933228,0,0
resnetse5,6,1,0,RealWorld_waist,0.167578125,0.06503458439850487,0,0
resnetse5,6,1,0,UCI,0.215625,0.09500860585197934,0,0
resnetse5,6,1,0,WISDM,0.0,0.0,0,0
resnetse5,6,1,1,KuHar,0.390625,0.22283272283272285,3290784,3290784
resnetse5,6,1,1,MotionSense,0.345703125,0.1816009557945042,3290784,3290784
resnetse5,6,1,1,RealWorld_thigh,0.3034722222222222,0.1643057700572804,3290784,3290784
resnetse5,6,1,1,RealWorld_waist,0.3578125,0.252295974994748,3290784,3290784
resnetse5,6,1,1,UCI,0.28125,0.19118844118844117,3290784,3290784
resnetse5,6,1,1,WISDM,0.510546875,0.283373404028198,3290784,3290784
resnetse5,6,1,2,KuHar,0.5625,0.36166163716934446,3290784,3290784
resnetse5,6,1,2,MotionSense,0.3837890625,0.25704897248494424,3290784,3290784
resnetse5,6,1,2,RealWorld_thigh,0.38819444444444445,0.26495770135605246,3290784,3290784
resnetse5,6,1,2,RealWorld_waist,0.443359375,0.3180408126866207,3290784,3290784
resnetse5,6,1,2,UCI,0.4234375,0.24949359909252955,3290784,3290784
resnetse5,6,1,2,WISDM,0.670703125,0.5860799124981375,3290784,3290784
resnetse5,6,1,3,KuHar,0.5625,0.36736736736736736,3290784,3290784
resnetse5,6,1,3,MotionSense,0.4501953125,0.31831678555362763,3290784,3290784
resnetse5,6,1,3,RealWorld_thigh,0.4552083333333333,0.3261085738075627,3290784,3290784
resnetse5,6,1,3,RealWorld_waist,0.397265625,0.271247302891997,3290784,3290784
resnetse5,6,1,3,UCI,0.353125,0.21210191082802546,3290784,3290784
resnetse5,6,1,3,WISDM,0.737890625,0.6546943266486925,3290784,3290784
resnetse5,6,1,4,KuHar,0.5625,0.37367521367521367,3290784,3290784
resnetse5,6,1,4,MotionSense,0.4765625,0.34340123813808027,3290784,3290784
resnetse5,6,1,4,RealWorld_thigh,0.45208333333333334,0.32544188883223574,3290784,3290784
resnetse5,6,1,4,RealWorld_waist,0.367578125,0.23369699048977732,3290784,3290784
resnetse5,6,1,4,UCI,0.353125,0.21210191082802546,3290784,3290784
resnetse5,6,1,4,WISDM,0.730078125,0.6465482503780375,3290784,3290784
resnetse5,6,1,5,KuHar,0.5625,0.37564224001837027,3290784,3290784
resnetse5,6,1,5,MotionSense,0.4765625,0.3463594432089614,3290784,3290784
resnetse5,6,1,5,RealWorld_thigh,0.4517361111111111,0.3252777016275869,3290784,3290784
resnetse5,6,1,5,RealWorld_waist,0.335546875,0.1797739605843606,3290784,3290784
resnetse5,6,1,5,UCI,0.353125,0.21210191082802546,3290784,3290784
resnetse5,6,1,5,WISDM,0.72421875,0.6409164954573348,3290784,3290784
resnetse5,6,1,6,KuHar,0.5625,0.37367521367521367,3290784,3290784
resnetse5,6,1,6,MotionSense,0.478515625,0.34275307451564946,3290784,3290784
resnetse5,6,1,6,RealWorld_thigh,0.4548611111111111,0.3260177768088866,3290784,3290784
resnetse5,6,1,6,RealWorld_waist,0.362890625,0.22689283355702003,3290784,3290784
resnetse5,6,1,6,UCI,0.3515625,0.21102876869965476,3290784,3290784
resnetse5,6,1,6,WISDM,0.73515625,0.6516662583109947,3290784,3290784
resnetse5,6,1,7,KuHar,0.5625,0.3718699601052542,3290784,3290784
resnetse5,6,1,7,MotionSense,0.4814453125,0.3492077831988096,3290784,3290784
resnetse5,6,1,7,RealWorld_thigh,0.4618055555555556,0.3415566320529828,3290784,3290784
resnetse5,6,1,7,RealWorld_waist,0.37890625,0.26562541805548673,3290784,3290784
resnetse5,6,1,7,UCI,0.4296875,0.2553654051929334,3290784,3290784
resnetse5,6,1,7,WISDM,0.757421875,0.679093212531415,3290784,3290784
resnetse5,6,1,8,KuHar,0.5625,0.37367521367521367,3290784,3290784
resnetse5,6,1,8,MotionSense,0.544921875,0.45674178606880017,3290784,3290784
resnetse5,6,1,8,RealWorld_thigh,0.49270833333333336,0.40104429990248147,3290784,3290784
resnetse5,6,1,8,RealWorld_waist,0.3890625,0.3174118251023588,3290784,3290784
resnetse5,6,1,8,UCI,0.4203125,0.2965352933185669,3290784,3290784
resnetse5,6,1,8,WISDM,0.7859375,0.773668525097771,3290784,3290784
resnetse5,6,1,9,KuHar,0.5625,0.37367521367521367,3290784,3290784
resnetse5,6,1,9,MotionSense,0.4833984375,0.3531583202235798,3290784,3290784
resnetse5,6,1,9,RealWorld_thigh,0.46458333333333335,0.3530720564260516,3290784,3290784
resnetse5,6,1,9,RealWorld_waist,0.36484375,0.24992745324056673,3290784,3290784
resnetse5,6,1,9,UCI,0.428125,0.2547656905620822,3290784,3290784
resnetse5,6,1,9,WISDM,0.759765625,0.6885492703683731,3290784,3290784
resnetse5,6,1,10,KuHar,0.5625,0.37367521367521367,3290784,3290784
resnetse5,6,1,10,MotionSense,0.4873046875,0.3635167112571924,3290784,3290784
resnetse5,6,1,10,RealWorld_thigh,0.4690972222222222,0.36274078529955256,3290784,3290784
resnetse5,6,1,10,RealWorld_waist,0.38046875,0.2769156027012883,3290784,3290784
resnetse5,6,1,10,UCI,0.4296875,0.26990231671124876,3290784,3290784
resnetse5,6,1,10,WISDM,0.7625,0.706615829770714,3290784,3290784
resnetse5,6,1,11,KuHar,0.5625,0.37367521367521367,3290784,3290784
resnetse5,6,1,11,MotionSense,0.482421875,0.3523922230914874,3290784,3290784
resnetse5,6,1,11,RealWorld_thigh,0.46493055555555557,0.35390542977873735,3290784,3290784
resnetse5,6,1,11,RealWorld_waist,0.36953125,0.2577330351729251,3290784,3290784
resnetse5,6,1,11,UCI,0.428125,0.2546299596808041,3290784,3290784
resnetse5,6,1,11,WISDM,0.760546875,0.692431465689888,3290784,3290784
resnetse5,6,1,12,KuHar,0.5625,0.37367521367521367,3290784,3290784
resnetse5,6,1,12,MotionSense,0.5146484375,0.41260862574672724,3290784,3290784
resnetse5,6,1,12,RealWorld_thigh,0.4795138888888889,0.3843853333695466,3290784,3290784
resnetse5,6,1,12,RealWorld_waist,0.376953125,0.2830463967998403,3290784,3290784
resnetse5,6,1,12,UCI,0.421875,0.2768513434604893,3290784,3290784
resnetse5,6,1,12,WISDM,0.771484375,0.7457347426477713,3290784,3290784
resnetse5,6,1,13,KuHar,0.5625,0.3718699601052542,3290784,3290784
resnetse5,6,1,13,MotionSense,0.49609375,0.37944010931822675,3290784,3290784
resnetse5,6,1,13,RealWorld_thigh,0.47430555555555554,0.3754713436570565,3290784,3290784
resnetse5,6,1,13,RealWorld_waist,0.374609375,0.27477769727719387,3290784,3290784
resnetse5,6,1,13,UCI,0.4265625,0.27421709894332374,3290784,3290784
resnetse5,6,1,13,WISDM,0.765625,0.7253503424338076,3290784,3290784
resnetse5,6,1,14,KuHar,0.5625,0.3718699601052542,3290784,3290784
resnetse5,6,1,14,MotionSense,0.4873046875,0.36285232153220576,3290784,3290784
resnetse5,6,1,14,RealWorld_thigh,0.47152777777777777,0.3686730835287746,3290784,3290784
resnetse5,6,1,14,RealWorld_waist,0.390625,0.29254184945833167,3290784,3290784
resnetse5,6,1,14,UCI,0.4203125,0.2682044560943644,3290784,3290784
resnetse5,6,1,14,WISDM,0.76796875,0.7181164841250347,3290784,3290784
