encoder,scenario,seed,round,target,test_acc,test_f1_macro,uplink_bytes,downlink_bytes
resnetse5,7,2,0,KuHar,0.0,0.0,0,0
resnetse5,7,2,0,MotionSense,0.005859375,0.00980392156862745,0,0
resnetse5,7,2,0,RealWorld_thigh,0.034722222222222224,0.025143658319725634,0,0
resnetse5,7,2,0,RealWorld_waist,0.08515625,0.07119837487781036,0,0
resnetse5,7,2,0,UCI,0.1390625,0.07097288676236045,0,0
resnetse5,7,2,0,WISDM,0.001171875,0.000646551724137931,0,0
resnetse5,7,2,1,KuHar,0.375,0.21637426900584797,3290784,3290784
resnetse5,7,2,1,MotionSense,0.3837890625,0.23716113240659495,3290784,3290784
resnetse5,7,2,1,RealWorld_thigh,0.34131944444444445,0.22395731906439717,3290784,3290784
resnetse5,7,2,1,RealWorld_waist,0.4171875,0.2959321275248925,3290784,3290784
resnetse5,7,2,1,UCI,0.3890625,0.28011163432910224,3290784,3290784
resnetse5,7,2,1,WISDM,0.491015625,0.2320430287928371,3290784,3290784
resnetse5,7,2,2,KuHar,0.390625,0.2572649572649573,3290784,3290784
resnetse5,7,2,2,MotionSense,0.4892578125,0.3366094610398573,3290784,3290784
resnetse5,7,2,2,RealWorld_thigh,0.5104166666666666,0.4229243135851906,3290784,3290784
resnetse5,7,2,2,RealWorld_waist,0.440234375,0.3418208209025133,3290784,3290784
resnetse5,7,2,2,UCI,0.453125,0.3625236218856988,3290784,3290784
resnetse5,7,2,2,WISDM,0.49140625,0.25700636881883443,3290784,3290784
resnetse5,7,2,3,KuHar,0.3984375,0.27744107744107743,3290784,3290784
resnetse5,7,2,3,MotionSense,0.572265625,0.49271158269421766,3290784,3290784
resnetse5,7,2,3,RealWorld_thigh,0.615625,0.55529351566162,3290784,3290784
resnetse5,7,2,3,RealWorld_waist,0.435546875,0.34624229787376243,3290784,3290784
resnetse5,7,2,3,UCI,0.534375,0.41740329162959044,3290784,3290784
resnetse5,7,2,3,WISDM,0.51796875,0.31033520477990906,3290784,3290784
resnetse5,7,2,4,KuHar,0.40625,0.29221628045157455,3290784,3290784
resnetse5,7,2,4,MotionSense,0.62890625,0.5752481968186934,3290784,3290784
resnetse5,7,2,4,RealWorld_thigh,0.6336805555555556,0.5878758330956556,3290784,3290784
resnetse5,7,2,4,RealWorld_waist,0.431640625,0.34442024166663954,3290784,3290784
resnetse5,7,2,4,UCI,0.534375,0.41383985057944744,3290784,3290784
resnetse5,7,2,4,WISDM,0.519921875,0.3221782523038799,3290784,3290784
resnetse5,7,2,5,KuHar,0.4140625,0.2957516339869281,3290784,3290784
resnetse5,7,2,5,MotionSense,0.626953125,0.5674840885909692,3290784,3290784
resnetse5,7,2,5,RealWorld_thigh,0.6791666666666667,0.6369425231488474,3290784,3290784
resnetse5,7,2,5,RealWorld_waist,0.425,0.322257722554175,3290784,3290784
resnetse5,7,2,5,UCI,0.5375,0.4144503086988115,3290784,3290784
resnetse5,7,2,5,WISDM,0.537109375,0.34103913181360035,3290784,3290784
resnetse5,7,2,6,KuHar,0.4140625,0.2962224437797718,3290784,3290784
resnetse5,7,2,6,MotionSense,0.5869140625,0.5226803077641903,3290784,3290784
resnetse5,7,2,6,RealWorld_thigh,0.6822916666666666,0.6405986188702858,3290784,3290784
resnetse5,7,2,6,RealWorld_waist,0.444921875,0.35010488077575125,3290784,3290784
resnetse5,7,2,6,UCI,0.546875,0.43487750229955785,3290784,3290784
resnetse5,7,2,6,WISDM,0.562109375,0.35874794845063435,3290784,3290784
resnetse5,7,2,7,KuHar,0.4140625,0.2962224437797718,3290784,3290784
resnetse5,7,2,7,MotionSense,0.568359375,0.4887803000607443,3290784,3290784
resnetse5,7,2,7,RealWorld_thigh,0.7,0.6586822950100565,3290784,3290784
resnetse5,7,2,7,RealWorld_waist,0.44609375,0.34871473098737266,3290784,3290784
resnetse5,7,2,7,UCI,0.5546875,0.4631589538312085,3290784,3290784
resnetse5,7,2,7,WISDM,0.55703125,0.3554684503155577,3290784,3290784
resnetse5,7,2,8,KuHar,0.4296875,0.3210231461005455,3290784,3290784
resnetse5,7,2,8,MotionSense,0.5732421875,0.49164171054979633,3290784,3290784
resnetse5,7,2,8,RealWorld_thigh,0.7076388888888889,0.6791038906931135,3290784,3290784
resnetse5,7,2,8,RealWorld_waist,0.4234375,0.34052308583217855,3290784,3290784
resnetse5,7,2,8,UCI,0.6234375,0.5092695637695638,3290784,3290784
resnetse5,7,2,8,WISDM,0.573046875,0.37259730820310816,3290784,3290784
resnetse5,7,2,9,KuHar,0.46875,0.369281045751634,3290784,3290784
resnetse5,7,2,9,MotionSense,0.59375,0.5178268675140982,3290784,3290784
resnetse5,7,2,9,RealWorld_thigh,0.7173611111111111,0.7013270319373857,3290784,3290784
