encoder,scenario,seed,round,target,test_acc,test_f1_macro,uplink_bytes,downlink_bytes
rnn,1,2,0,KuHar,0.09375,0.0392156862745098,0,0
rnn,1,2,0,MotionSense,0.0634765625,0.044996713634323005,0,0
rnn,1,2,0,RealWorld_thigh,0.04097222222222222,0.02231649196238666,0,0
rnn,1,2,0,RealWorld_waist,0.0859375,0.03520546875469295,0,0
rnn,1,2,0,UCI,0.103125,0.049460718399119454,0,0
rnn,1,2,0,WISDM,0.08828125,0.03747026198049818,0,0
rnn,1,2,1,KuHar,0.46875,0.29734425415735916,4103568,4103568
rnn,1,2,1,MotionSense,0.396484375,0.2636919528632189,4103568,4103568
rnn,1,2,1,RealWorld_thigh,0.38090277777777776,0.25760783974502627,4103568,4103568
rnn,1,2,1,RealWorld_waist,0.38125,0.2685414333835008,4103568,4103568
rnn,1,2,1,UCI,0.228125,0.12149277061872725,4103568,4103568
rnn,1,2,1,WISDM,0.6109375,0.5368133097899954,4103568,4103568
rnn,1,2,2,KuHar,0.5234375,0.362999962999963,4103568,4103568
rnn,1,2,2,MotionSense,0.4111328125,0.33005856805298184,4103568,4103568
rnn,1,2,2,RealWorld_thigh,0.409375,0.3245552302905043,4103568,4103568
rnn,1,2,2,RealWorld_waist,0.410546875,0.336310188856545,4103568,4103568
rnn,1,2,2,UCI,0.3375,0.21093075204765452,4103568,4103568
rnn,1,2,2,WISDM,0.67890625,0.669828767760686,4103568,4103568
rnn,1,2,3,KuHar,0.5546875,0.39787447692764005,4103568,4103568
rnn,1,2,3,MotionSense,0.38671875,0.30205384058801527,4103568,4103568
rnn,1,2,3,RealWorld_thigh,0.38784722222222223,0.29227274187868274,4103568,4103568
rnn,1,2,3,RealWorld_waist,0.416015625,0.3238612424681358,4103568,4103568
rnn,1,2,3,UCI,0.3265625,0.2407135668502617,4103568,4103568
rnn,1,2,3,WISDM,0.69453125,0.5320214147247262,4103568,4103568
rnn,1,2,4,KuHar,0.5859375,0.43654786480690605,4103568,4103568
rnn,1,2,4,MotionSense,0.4169921875,0.3176733488774741,4103568,4103568
rnn,1,2,4,RealWorld_thigh,0.39652777777777776,0.2958300629203356,4103568,4103568
rnn,1,2,4,RealWorld_waist,0.434765625,0.375767335561734,4103568,4103568
rnn,1,2,4,UCI,0.4234375,0.3773265934726381,4103568,4103568
rnn,1,2,4,WISDM,0.716796875,0.5394427976337621,4103568,4103568
rnn,1,2,5,KuHar,0.5625,0.363327859879584,4103568,4103568
rnn,1,2,5,MotionSense,0.4423828125,0.33339762768681,4103568,4103568
rnn,1,2,5,RealWorld_thigh,0.4826388888888889,0.3950739608470384,4103568,4103568
rnn,1,2,5,RealWorld_waist,0.501171875,0.4294012007129456,4103568,4103568
rnn,1,2,5,UCI,0.48125,0.3757102970504711,4103568,4103568
rnn,1,2,5,WISDM,0.7296875,0.5450954168727516,4103568,4103568
rnn,1,2,6,KuHar,0.5625,0.3641380446421217,4103568,4103568
rnn,1,2,6,MotionSense,0.4814453125,0.40323149843526185,4103568,4103568
rnn,1,2,6,RealWorld_thigh,0.4440972222222222,0.3838170680018269,4103568,4103568
rnn,1,2,6,RealWorld_waist,0.5078125,0.45860489646849945,4103568,4103568
rnn,1,2,6,UCI,0.496875,0.41951444136238436,4103568,4103568
rnn,1,2,6,WISDM,0.76171875,0.5015677484866551,4103568,4103568
rnn,1,2,7,KuHar,0.5625,0.363327859879584,4103568,4103568
rnn,1,2,7,MotionSense,0.439453125,0.3331210487103649,4103568,4103568
rnn,1,2,7,RealWorld_thigh,0.490625,0.4028192989379684,4103568,4103568
rnn,1,2,7,RealWorld_waist,0.505078125,0.4256459965858139,4103568,4103568
rnn,1,2,7,UCI,0.5328125,0.40372054155019743,4103568,4103568
rnn,1,2,7,WISDM,0.725390625,0.4429242993813604,4103568,4103568
rnn,1,2,8,KuHar,0.5625,0.36664431030628214,4103568,4103568
rnn,1,2,8,MotionSense,0.4521484375,0.3613189981916518,4103568,4103568
rnn,1,2,8,RealWorld_thigh,0.509375,0.43588193168925843,4103568,4103568
rnn,1,2,8,RealWorld_waist,0.503125,0.43070483912631224,4103568,4103568
rnn,1,2,8,UCI,0.515625,0.3920589244310526,4103568,4103568
rnn,1,2,8,WISDM,0.7171875,0.4422199894550147,4103568,4103568
rnn,1,2,9,KuHar,0.5703125,0.3990122646839065,4103568,4103568
rnn,1,2,9,MotionSense,0.44921875,0.3690320829030506,4103568,4103568
rnn,1,2,9,RealWorld_thigh,0.5253472222222222,0.4720588642554606,4103568,4103568
rnn,1,2,9,RealWorld_waist,0.519140625,0.4534611877619133,4103568,4103568
rnn,1,2,9,UCI,0.5484375,0.42230828604782833,4103568,4103568
rnn,1,2,9,WISDM,0.683203125,0.4251039661480904,4103568,4103568
rnn,1,2,10,KuHar,0.5703125,0.3990122646839065,4103568,4103568
rnn,1,2,10,MotionSense,0.4619140625,0.38156500261407916,4103568,4103568
rnn,1,2,10,RealWorld_thigh,0.5368055555555555,0.48924054734560324,4103568,4103568
rnn,1,2,10,RealWorld_waist,0.523046875,0.46112294481364163,4103568,4103568
rnn,1,2,10,UCI,0.5578125,0.4401589687288344,4103568,4103568
rnn,1,2,10,WISDM,0.67421875,0.42169041579072775,4103568,4103568
rnn,1,2,11,KuHar,0.5703125,0.3990122646839065,4103568,4103568
rnn,1,2,11,MotionSense,0.466796875,0.393123124119746,4103568,4103568
rnn,1,2,11,RealWorld_thigh,0.5482638888888889,0.5034421106093204,4103568,4103568
rnn,1,2,11,RealWorld_waist,0.5265625,0.4695637352250666,4103568,4103568
rnn,1,2,11,UCI,0.5375,0.41712325620330254,4103568,4103568
rnn,1,2,11,WISDM,0.67109375,0.4220092253302776,4103568,4103568
rnn,1,2,12,KuHar,0.578125,0.42358768925933105,4103568,4103568
rnn,1,2,12,MotionSense,0.4765625,0.40877414910326326,4103568,4103568
rnn,1,2,12,RealWorld_thigh,0.5625,0.5296861000867086,4103568,4103568
rnn,1,2,12,RealWorld_waist,0.5375,0.49108847444187315,4103568,4103568
rnn,1,2,12,UCI,0.553125,0.4413906644164777,4103568,4103568
rnn,1,2,12,WISDM,0.666015625,0.43511334749838165,4103568,4103568
rnn,1,2,13,KuHar,0.578125,0.4231066887783306,4103568,4103568
rnn,1,2,13,MotionSense,0.4814453125,0.4112814591779573,4103568,4103568
rnn,1,2,13,RealWorld_thigh,0.5711805555555556,0.5373694052224632,4103568,4103568
rnn,1,2,13,RealWorld_waist,0.533203125,0.4849122959703518,4103568,4103568
rnn,1,2,13,UCI,0.5828125,0.46698274873633644,4103568,4103568
rnn,1,2,13,WISDM,0.67578125,0.4409877574497789,4103568,4103568
rnn,1,2,14,KuHar,0.578125,0.4231066887783306,4103568,4103568
rnn,1,2,14,MotionSense,0.4765625,0.40831172995032144,4103568,4103568
rnn,1,2,14,RealWorld_thigh,0.5708333333333333,0.530026794955321,4103568,4103568
rnn,1,2,14,RealWorld_waist,0.525390625,0.4752682228173842,4103568,4103568
rnn,1,2,14,UCI,0.5296875,0.41760483229711565,4103568,4103568
rnn,1,2,14,WISDM,0.660546875,0.41959853792901863,4103568,4103568
rnn,1,2,15,KuHar,0.578125,0.4231066887783306,4103568,4103568
rnn,1,2,15,MotionSense,0.48828125,0.40352600706518144,4103568,4103568
rnn,1,2,15,RealWorld_thigh,0.5548611111111111,0.5117503529479076,4103568,4103568
rnn,1,2,15,RealWorld_waist,0.5484375,0.48391171577854664,4103568,4103568
rnn,1,2,15,UCI,0.515625,0.42763898169206704,4103568,4103568
rnn,1,2,15,WISDM,0.639453125,0.401546370863277,4103568,4103568
rnn,1,2,16,KuHar,0.578125,0.4231066887783306,4103568,4103568
rnn,1,2,16,MotionSense,0.4853515625,0.4050823307770055,4103568,4103568
