encoder,scenario,seed,round,target,test_acc,test_f1_macro,uplink_bytes,downlink_bytes
rnn,4,1,0,KuHar,0.0390625,0.014749262536873156,0,0
rnn,4,1,0,MotionSense,0.115234375,0.054094132817537076,0,0
rnn,4,1,0,RealWorld_thigh,0.11388888888888889,0.04031799348150567,0,0
rnn,4,1,0,RealWorld_waist,0.134375,0.043137386140822825,0,0
rnn,4,1,0,UCI,0.190625,0.07156709956709957,0,0
rnn,4,1,0,WISDM,0.003125,0.003717565662980454,0,0
rnn,4,1,1,KuHar,0.0546875,0.01881720430107527,4103568,4103568
rnn,4,1,1,MotionSense,0.2255859375,0.14902275689194333,4103568,4103568
rnn,4,1,1,RealWorld_thigh,0.17048611111111112,0.09910377392705139,4103568,4103568
rnn,4,1,1,RealWorld_waist,0.154296875,0.047310677567335,4103568,4103568
rnn,4,1,1,UCI,0.2046875,0.07372909698996656,4103568,4103568
rnn,4,1,1,WISDM,0.0640625,0.06571306143306256,4103568,4103568
rnn,4,1,2,KuHar,0.0703125,0.03381788814859681,4103568,4103568
rnn,4,1,2,MotionSense,0.2783203125,0.17539895885957346,4103568,4103568
rnn,4,1,2,RealWorld_thigh,0.20590277777777777,0.13514352537193045,4103568,4103568
rnn,4,1,2,RealWorld_waist,0.1734375,0.07693348538661551,4103568,4103568
rnn,4,1,2,UCI,0.2203125,0.08138066820931271,4103568,4103568
rnn,4,1,2,WISDM,0.171875,0.15633687777351657,4103568,4103568
rnn,4,1,3,KuHar,0.2421875,0.13596491228070176,4103568,4103568
rnn,4,1,3,MotionSense,0.431640625,0.30354273385330505,4103568,4103568
rnn,4,1,3,RealWorld_thigh,0.35138888888888886,0.2350990640018148,4103568,4103568
rnn,4,1,3,RealWorld_waist,0.326953125,0.1966953508575664,4103568,4103568
rnn,4,1,3,UCI,0.3296875,0.17064477111570633,4103568,4103568
rnn,4,1,3,WISDM,0.4125,0.23270590373485933,4103568,4103568
rnn,4,1,4,KuHar,0.2421875,0.1441987321244287,4103568,4103568
rnn,4,1,4,MotionSense,0.4443359375,0.323150256411934,4103568,4103568
rnn,4,1,4,RealWorld_thigh,0.36215277777777777,0.24269216584530998,4103568,4103568
rnn,4,1,4,RealWorld_waist,0.33828125,0.21508064227903476,4103568,4103568
rnn,4,1,4,UCI,0.31875,0.17310088502101442,4103568,4103568
rnn,4,1,4,WISDM,0.434765625,0.2376131680080967,4103568,4103568
rnn,4,1,5,KuHar,0.234375,0.13784748641565409,4103568,4103568
rnn,4,1,5,MotionSense,0.4453125,0.33101613250952694,4103568,4103568
rnn,4,1,5,RealWorld_thigh,0.3559027777777778,0.23672550231743203,4103568,4103568
rnn,4,1,5,RealWorld_waist,0.34765625,0.2356334811119282,4103568,4103568
rnn,4,1,5,UCI,0.3046875,0.16968613299228572,4103568,4103568
rnn,4,1,5,WISDM,0.454296875,0.24058400241331168,4103568,4103568
rnn,4,1,6,KuHar,0.265625,0.1809571808095015,4103568,4103568
rnn,4,1,6,MotionSense,0.4423828125,0.3309227575471717,4103568,4103568
rnn,4,1,6,RealWorld_thigh,0.3559027777777778,0.23837650675762254,4103568,4103568
rnn,4,1,6,RealWorld_waist,0.34921875,0.2457814537279409,4103568,4103568
rnn,4,1,6,UCI,0.2984375,0.1717127650418305,4103568,4103568
rnn,4,1,6,WISDM,0.466015625,0.24558413559117045,4103568,4103568
rnn,4,1,7,KuHar,0.3125,0.2283090432026602,4103568,4103568
rnn,4,1,7,MotionSense,0.4404296875,0.33391446499014116,4103568,4103568
rnn,4,1,7,RealWorld_thigh,0.35381944444444446,0.23912209283354394,4103568,4103568
rnn,4,1,7,RealWorld_waist,0.341015625,0.24556928291786895,4103568,4103568
rnn,4,1,7,UCI,0.2765625,0.16572291551358695,4103568,4103568
rnn,4,1,7,WISDM,0.4765625,0.24785470809541973,4103568,4103568
rnn,4,1,8,KuHar,0.328125,0.24529813501444708,4103568,4103568
rnn,4,1,8,MotionSense,0.4404296875,0.3366686838121276,4103568,4103568
rnn,4,1,8,RealWorld_thigh,0.3503472222222222,0.2387893482458173,4103568,4103568
rnn,4,1,8,RealWorld_waist,0.334375,0.2475361364478695,4103568,4103568
rnn,4,1,8,UCI,0.26875,0.16562480386467252,4103568,4103568
rnn,4,1,8,WISDM,0.48046875,0.24960820831597416,4103568,4103568
rnn,4,1,9,KuHar,0.3359375,0.24998665331998668,4103568,4103568
rnn,4,1,9,MotionSense,0.443359375,0.34255105047480816,4103568,4103568
rnn,4,1,9,RealWorld_thigh,0.3482638888888889,0.23697726210849243,4103568,4103568
rnn,4,1,9,RealWorld_waist,0.333984375,0.2518502464982905,4103568,4103568
rnn,4,1,9,UCI,0.25625,0.16192692654443125,4103568,4103568
rnn,4,1,9,WISDM,0.483203125,0.2511830869968317,4103568,4103568
rnn,4,1,10,KuHar,0.375,0.28334011667345,4103568,4103568
rnn,4,1,10,MotionSense,0.443359375,0.34231617269847864,4103568,4103568
rnn,4,1,10,RealWorld_thigh,0.3506944444444444,0.2410216405065652,4103568,4103568
rnn,4,1,10,RealWorld_waist,0.3296875,0.2530149659439378,4103568,4103568
rnn,4,1,10,UCI,0.25625,0.17030325388289266,4103568,4103568
rnn,4,1,10,WISDM,0.48359375,0.25234202737645406,4103568,4103568
rnn,4,1,11,KuHar,0.3984375,0.3065263561748948,4103568,4103568
rnn,4,1,11,MotionSense,0.4423828125,0.34130627537858893,4103568,4103568
rnn,4,1,11,RealWorld_thigh,0.3548611111111111,0.2484641665867838,4103568,4103568
rnn,4,1,11,RealWorld_waist,0.325390625,0.25484118004544576,4103568,4103568
rnn,4,1,11,UCI,0.246875,0.17452741387587914,4103568,4103568
rnn,4,1,11,WISDM,0.48828125,0.25803509724665047,4103568,4103568
rnn,4,1,12,KuHar,0.3984375,0.3082169846030563,4103568,4103568
rnn,4,1,12,MotionSense,0.4375,0.3404246405916493,4103568,4103568
rnn,4,1,12,RealWorld_thigh,0.35555555555555557,0.2534564463256446,4103568,4103568
rnn,4,1,12,RealWorld_waist,0.326171875,0.2610782630651722,4103568,4103568
rnn,4,1,12,UCI,0.24375,0.1748641988383801,4103568,4103568
rnn,4,1,12,WISDM,0.49296875,0.2673299442592439,4103568,4103568
rnn,4,1,13,KuHar,0.40625,0.3215025062449987,4103568,4103568
rnn,4,1,13,MotionSense,0.439453125,0.3447868956019691,4103568,4103568
rnn,4,1,13,RealWorld_thigh,0.3597222222222222,0.26108539203826986,4103568,4103568
rnn,4,1,13,RealWorld_waist,0.319921875,0.26043330613205423,4103568,4103568
rnn,4,1,13,UCI,0.234375,0.17334711417312454,4103568,4103568
rnn,4,1,13,WISDM,0.496484375,0.2717821687120772,4103568,4103568
rnn,4,1,14,KuHar,0.4140625,0.33614752133915893,4103568,4103568
rnn,4,1,14,MotionSense,0.4482421875,0.3535801224833608,4103568,4103568
rnn,4,1,14,RealWorld_thigh,0.36527777777777776,0.269616510567547,4103568,4103568
rnn,4,1,14,RealWorld_waist,0.309765625,0.2538501856852462,4103568,4103568
rnn,4,1,14,UCI,0.2375,0.1774146881818747,4103568,4103568
rnn,4,1,14,WISDM,0.497265625,0.27460186473641107,4103568,4103568
rnn,4,1,15,KuHar,0.4375,0.3722373564956663,4103568,4103568
rnn,4,1,15,MotionSense,0.455078125,0.36172063935046306,4103568,4103568
rnn,4,1,15,RealWorld_thigh,0.3704861111111111,0.27644015255546145,4103568,4103568
rnn,4,1,15,RealWorld_waist,0.303515625,0.2502842307806176,4103568,4103568
rnn,4,1,15,UCI,0.221875,0.16141436532117293,4103568,4103568
rnn,4,1,15,WISDM,0.501953125,0.27833826001207757,4103568,4103568
rnn,4,1,16,KuHar,0.4296875,0.3675229722588864,4103568,4103568
rnn,4,1,16,MotionSense,0.453125,0.3611902775065136,4103568,4103568
rnn,4,1,16,RealWorld_thigh,0.3763888888888889,0.2850940155017022,4103568,4103568
rnn,4,1,16,RealWorld_waist,0.291015625,0.23878081432972922,4103568,4103568
rnn,4,1,16,UCI,0.2140625,0.15494225089124256,4103568,4103568
rnn,4,1,16,WISDM,0.50390625,0.28230899435371676,4103568,4103568
rnn,4,1,17,KuHar,0.421875,0.35655150949268594,4103568,4103568
rnn,4,1,17,MotionSense,0.46484375,0.3777254189894825,4103568,4103568
rnn,4,1,17,RealWorld_thigh,0.38506944444444446,0.2980694474000281,4103568,4103568
rnn,4,1,17,RealWorld_waist,0.286328125,0.23436853493613638,4103568,4103568
