epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,573,,,,,0.6287774443626404,0.9284773468971252
0,573,,,0.5863186120986938,0.9454149007797241,,
1,1147,,,,,0.7063873410224915,0.7666512727737427
1,1147,,,0.7212271094322205,0.6606707572937012,,
2,1721,,,,,0.7218406796455383,0.7540386915206909
2,1721,,,0.7639372944831848,0.5857967734336853,,
3,2295,,,,,0.7194368243217468,0.7259540557861328
3,2295,,,0.7816582918167114,0.5400318503379822,,
4,2869,,,,,0.7276785969734192,0.7295621037483215
4,2869,,,0.795323371887207,0.5037614107131958,,
5,3443,,,,,0.740041196346283,0.6994606256484985
5,3443,,,0.8024826049804688,0.47823283076286316,,
6,4017,,,,,0.7384958863258362,0.7207082509994507
6,4017,,,0.8084712624549866,0.46032118797302246,,
7,4591,,,,,0.7311126589775085,0.7910081744194031
7,4591,,,0.8156304359436035,0.44189774990081787,,
8,5165,,,,,0.7075892686843872,0.7978682518005371
8,5165,,,0.818189263343811,0.43139156699180603,,
9,5739,,,,,0.7275068759918213,0.7845167517662048
9,5739,,,0.8197408318519592,0.4213394820690155,,
10,6313,,,,,0.7209821343421936,0.7853230237960815
10,6313,,,0.8221363425254822,0.41461631655693054,,
11,6887,,,,,0.7074176073074341,0.8139827251434326
11,6887,,,0.8268455862998962,0.4046054482460022,,
12,7461,,,,,0.7125687003135681,0.7950929999351501
12,7461,,,0.8293771743774414,0.3964102268218994,,
13,8035,,,,,0.7197802066802979,0.8418081998825073
13,8035,,,0.8309288024902344,0.3914688527584076,,
14,8609,,,,,0.7050137519836426,0.8048599362373352
14,8609,,,0.8355019688606262,0.38458675146102905,,
15,9183,,,,,0.7221840620040894,0.7601961493492126
15,9183,,,0.8377068638801575,0.3790154755115509,,
16,9757,,,,,0.7165178656578064,0.8646478056907654
16,9757,,,0.8411367535591125,0.37084317207336426,,
17,10331,,,,,0.6917926073074341,0.9578887820243835
17,10331,,,0.8443488478660583,0.36723393201828003,,
18,10905,,,,,0.7228708863258362,0.8280534148216248
18,10905,,,0.8467443585395813,0.3608463704586029,,
19,11479,,,,,0.7142857313156128,0.8655232787132263
19,11479,,,0.8506369590759277,0.3537302613258362,,
20,12053,,,,,0.708791196346283,0.9277636408805847
20,12053,,,0.8546656966209412,0.3483518958091736,,
21,12627,,,,,0.7141140103340149,0.8921602964401245
21,12627,,,0.8573334217071533,0.34443745017051697,,
22,13201,,,,,0.6988323926925659,0.8899608254432678
22,13201,,,0.8625326752662659,0.33616775274276733,,
23,13775,,,,,0.7431318759918213,0.834273099899292
23,13775,,,0.8636759519577026,0.33299264311790466,,
24,14349,,,,,0.7390109896659851,0.8424288630485535
24,14349,,,0.8669152855873108,0.32537925243377686,,
25,14923,,,,,0.7338598966598511,0.9391409754753113
25,14923,,,0.8681402206420898,0.3235127031803131,,
26,15497,,,,,0.7321428656578064,0.9597949981689453
26,15497,,,0.8731761574745178,0.31544917821884155,,
27,16071,,,,,0.7245879173278809,1.0422232151031494
27,16071,,,0.8744555711746216,0.31085291504859924,,
28,16645,,,,,0.7182348966598511,1.0305452346801758
28,16645,,,0.8792737126350403,0.30451202392578125,,
29,17219,,,,,0.745192289352417,0.9072299003601074
29,17219,,,0.8804170489311218,0.29865461587905884,,
30,17793,,,,,0.734375,0.9542950391769409
30,17793,,,0.8820775151252747,0.29542550444602966,,
31,18367,,,,,0.7362637519836426,1.0085740089416504
31,18367,,,0.8833841681480408,0.29115575551986694,,
32,18941,,,,,0.7455357313156128,0.9744635224342346
32,18941,,,0.8871678709983826,0.2847515642642975,,
33,19515,,,,,0.7330013513565063,1.0667444467544556
33,19515,,,0.88978111743927,0.2808392345905304,,
34,20089,,,,,0.7438187003135681,0.9646056294441223
34,20089,,,0.8893184065818787,0.2790279984474182,,
35,20663,,,,,0.7237293720245361,1.164203405380249
35,20663,,,0.8927754759788513,0.27233490347862244,,
36,21237,,,,,0.7458791136741638,1.0242327451705933
36,21237,,,0.8931021094322205,0.2706376314163208,,
37,21811,,,,,0.755151093006134,1.0416909456253052
37,21811,,,0.895660936832428,0.2654295563697815,,
38,22385,,,,,0.755666196346283,0.9748433828353882
38,22385,,,0.8964231014251709,0.2637007236480713,,
