encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,uplink_mb,downlink_mb
resnetse5,device:MotionSense:10,192,3,5,1,MotionSense,0.1826171875,0.08258110936682365,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,2,MotionSense,0.455078125,0.29908766894462085,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,3,MotionSense,0.5537109375,0.45923165648451053,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,4,MotionSense,0.580078125,0.5027107942699823,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,5,MotionSense,0.6357421875,0.571516391531542,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,6,MotionSense,0.71484375,0.6651971394618453,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,7,MotionSense,0.7587890625,0.7121011620292327,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,8,MotionSense,0.77734375,0.734865224173499,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,9,MotionSense,0.783203125,0.7401839706884625,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,10,MotionSense,0.7802734375,0.7373395901532552,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,11,MotionSense,0.783203125,0.7413934186231441,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,12,MotionSense,0.7841796875,0.7408133789779568,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,13,MotionSense,0.78125,0.7376171599551871,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,14,MotionSense,0.80859375,0.7910960305440323,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,15,MotionSense,0.78125,0.740771352702429,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,16,MotionSense,0.78515625,0.7481978194316627,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,17,MotionSense,0.78515625,0.7483338209737435,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,18,MotionSense,0.7763671875,0.7392321578839841,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,19,MotionSense,0.775390625,0.7373248772433453,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,20,MotionSense,0.771484375,0.7356034861637611,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,21,MotionSense,0.7744140625,0.7393441500591775,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,22,MotionSense,0.7822265625,0.7564473564910941,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,23,MotionSense,0.7763671875,0.7521386899612246,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,24,MotionSense,0.791015625,0.7748329229390575,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,25,MotionSense,0.818359375,0.8111839523087099,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,26,MotionSense,0.8134765625,0.8076601951512662,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,27,MotionSense,0.822265625,0.8205716083451265,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,28,MotionSense,0.830078125,0.8307593258166722,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,29,MotionSense,0.828125,0.8297800246274992,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,30,MotionSense,0.8330078125,0.8355321976618498,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,31,MotionSense,0.8408203125,0.8409781281101155,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,32,MotionSense,0.8212890625,0.8243510861595497,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,33,MotionSense,0.830078125,0.8285056001404031,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,34,MotionSense,0.841796875,0.8437881319369333,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,35,MotionSense,0.830078125,0.8268139861791904,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,36,MotionSense,0.7978515625,0.7843450860198721,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,37,MotionSense,0.822265625,0.8178091906408861,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,38,MotionSense,0.7529296875,0.7095204294569442,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,39,MotionSense,0.798828125,0.7856353092260875,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,40,MotionSense,0.8046875,0.7930395174476502,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,41,MotionSense,0.8271484375,0.8251588729046029,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,42,MotionSense,0.744140625,0.69719069467374,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,43,MotionSense,0.7744140625,0.7549590154162074,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,44,MotionSense,0.7470703125,0.6989258575755534,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,45,MotionSense,0.8232421875,0.821506662828495,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,46,MotionSense,0.7353515625,0.68619940316653,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,47,MotionSense,0.7490234375,0.7007282639375333,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,48,MotionSense,0.7431640625,0.6947760233923658,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,49,MotionSense,0.7470703125,0.7011971270906138,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,50,MotionSense,0.73828125,0.6900845951270719,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,51,MotionSense,0.740234375,0.6914286643151143,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,52,MotionSense,0.7431640625,0.695084056829156,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,53,MotionSense,0.7490234375,0.7038686913812665,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,54,MotionSense,0.740234375,0.6957126697602964,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,55,MotionSense,0.7314453125,0.6839665446401423,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,56,MotionSense,0.7421875,0.6955281260678033,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,57,MotionSense,0.732421875,0.6873393525244235,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,58,MotionSense,0.7431640625,0.6949519517405348,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,59,MotionSense,0.7470703125,0.7005536052451028,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,60,MotionSense,0.7412109375,0.6964394075907213,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,61,MotionSense,0.751953125,0.7069509938210689,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,62,MotionSense,0.7294921875,0.683807184366828,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,63,MotionSense,0.755859375,0.7098679861218451,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,64,MotionSense,0.73828125,0.6940030963465494,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,65,MotionSense,0.75,0.7049872155308111,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,66,MotionSense,0.7529296875,0.7080497918236546,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,67,MotionSense,0.7509765625,0.70725977565745,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,68,MotionSense,0.7470703125,0.7159197586429537,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,69,MotionSense,0.796875,0.787267365380847,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,70,MotionSense,0.8486328125,0.8473362709632323,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,71,MotionSense,0.84375,0.8430522765659926,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,72,MotionSense,0.76953125,0.7472399984236402,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,73,MotionSense,0.88671875,0.8876629065000925,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,74,MotionSense,0.7587890625,0.7269184745717334,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,75,MotionSense,0.84375,0.8419427914137095,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,76,MotionSense,0.8603515625,0.860551028185624,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,77,MotionSense,0.74609375,0.7117633508071157,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,78,MotionSense,0.8349609375,0.8331889459420494,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,79,MotionSense,0.857421875,0.8572450483807925,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,80,MotionSense,0.875,0.8755761548694511,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,81,MotionSense,0.890625,0.8913318663681439,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,82,MotionSense,0.7783203125,0.7511042661832875,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,83,MotionSense,0.8681640625,0.8687754473323556,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,84,MotionSense,0.8798828125,0.8802673478705886,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,85,MotionSense,0.884765625,0.8854368228675277,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,86,MotionSense,0.8603515625,0.8609705743438666,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,87,MotionSense,0.86328125,0.8632201912267989,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,88,MotionSense,0.8935546875,0.8940008506684988,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,89,MotionSense,0.8740234375,0.8746938458145181,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,90,MotionSense,0.888671875,0.8889907905410491,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,91,MotionSense,0.8701171875,0.8708999092456696,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,92,MotionSense,0.7890625,0.7747450642308689,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,93,MotionSense,0.853515625,0.8538795082726991,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,94,MotionSense,0.841796875,0.8414786897000276,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,95,MotionSense,0.75,0.7062496696201678,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,96,MotionSense,0.7607421875,0.7281431737306935,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,97,MotionSense,0.8818359375,0.8819281906519403,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,98,MotionSense,0.85546875,0.855806440850829,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,99,MotionSense,0.7490234375,0.7121314616569853,5.230560302734375,5.230560302734375
resnetse5,device:MotionSense:10,192,3,5,100,MotionSense,0.8828125,0.8833370853063117,5.230560302734375,5.230560302734375
