encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb
resnetse5,device:RealWorld_thigh:10,192,3,5,1,RealWorld_thigh,0.14722222222222223,0.07373891598886584,0.1875,0.09212108950624126,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,2,RealWorld_thigh,0.39618055555555554,0.30206933215344584,0.40904017857142855,0.2701197709221886,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,3,RealWorld_thigh,0.4638888888888889,0.398610272549828,0.5602678571428571,0.4864984200937211,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,4,RealWorld_thigh,0.5815972222222222,0.514985889919902,0.6573660714285714,0.6032802376844432,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,5,RealWorld_thigh,0.5954861111111112,0.5433216557734024,0.6657366071428571,0.6183697782089729,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,6,RealWorld_thigh,0.6378472222222222,0.5921982558498395,0.6908482142857143,0.6475692434804945,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,7,RealWorld_thigh,0.6760416666666667,0.6334545073266354,0.6947544642857143,0.653294399329834,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,8,RealWorld_thigh,0.6704861111111111,0.6297541088173801,0.67578125,0.6314202558820448,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,9,RealWorld_thigh,0.6694444444444444,0.6280735184572045,0.6618303571428571,0.6111192211418758,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,10,RealWorld_thigh,0.6739583333333333,0.6335082054619336,0.6489955357142857,0.5975773336510922,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,11,RealWorld_thigh,0.6729166666666667,0.631034681397595,0.6344866071428571,0.580889281292578,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,12,RealWorld_thigh,0.6788194444444444,0.6363464236499797,0.6316964285714286,0.5792216882637858,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,13,RealWorld_thigh,0.6746527777777778,0.6310786310370456,0.6160714285714286,0.555034979021924,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,14,RealWorld_thigh,0.6760416666666667,0.6323228896898084,0.6127232142857143,0.5520713252585986,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,15,RealWorld_thigh,0.7107638888888889,0.7150593498604955,0.5295758928571429,0.522166044683097,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,16,RealWorld_thigh,0.728125,0.7312119168512586,0.6261160714285714,0.5970779967370802,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,17,RealWorld_thigh,0.7125,0.7012336699684037,0.6261160714285714,0.5793535344461717,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,18,RealWorld_thigh,0.7138888888888889,0.7071632634354593,0.6233258928571429,0.5746204443344683,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,19,RealWorld_thigh,0.71875,0.7073202614153077,0.6194196428571429,0.5653973720672144,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,20,RealWorld_thigh,0.7135416666666666,0.7061425198807999,0.6171875,0.5575106056411951,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,21,RealWorld_thigh,0.7215277777777778,0.7139944995802127,0.6171875,0.5581531389859328,5.230560302734375,5.230560302734375
resnetse5,device:RealWorld_thigh:10,192,3,5,22,RealWorld_thigh,0.7166666666666667,0.708442601809908,0.6160714285714286,0.5502562649473763,5.230560302734375,5.230560302734375
