encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb
cnnpff,iid:MotionSense:10,192,3,5,1,MotionSense,0.1787109375,0.06456149902454517,0.18229166666666666,0.051508462104488596,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,2,MotionSense,0.259765625,0.14488140608310812,0.19270833333333334,0.07929489705088356,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,3,MotionSense,0.35546875,0.2754932981747645,0.25,0.1768852577284011,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,4,MotionSense,0.431640625,0.3747975412138021,0.3333333333333333,0.29719940678834256,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,5,MotionSense,0.6416015625,0.5843744336877832,0.5520833333333334,0.4871649726323326,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,6,MotionSense,0.6962890625,0.6487962368952497,0.5677083333333334,0.4989051541484954,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,7,MotionSense,0.77734375,0.7787304559068721,0.6171875,0.6025458272217904,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,8,MotionSense,0.73046875,0.6795649174009402,0.5338541666666666,0.47355349843818667,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,9,MotionSense,0.7412109375,0.6915813649520345,0.5546875,0.4891998628840734,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,10,MotionSense,0.7529296875,0.70330012440325,0.578125,0.5181645769661699,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,11,MotionSense,0.7421875,0.6932418259806652,0.5520833333333334,0.48358577686082826,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,12,MotionSense,0.7421875,0.6930518887188417,0.5598958333333334,0.49214878990475547,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,13,MotionSense,0.7470703125,0.6969635587049202,0.5833333333333334,0.5224830854490906,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,14,MotionSense,0.7412109375,0.6919666769764468,0.5885416666666666,0.5326264084755893,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,15,MotionSense,0.7412109375,0.6906759303448003,0.609375,0.555409498371806,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,16,MotionSense,0.73828125,0.6893780597527339,0.5885416666666666,0.5305014162627227,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,17,MotionSense,0.7607421875,0.7103697196238267,0.5989583333333334,0.5437144193824641,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,18,MotionSense,0.7509765625,0.7016843809750996,0.59375,0.5364130406357486,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,19,MotionSense,0.7529296875,0.7033219199799167,0.6015625,0.5504119076518351,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,20,MotionSense,0.7451171875,0.696266600252664,0.6015625,0.5467708299614746,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,21,MotionSense,0.7431640625,0.6941524488583312,0.5989583333333334,0.5464042539871924,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,22,MotionSense,0.748046875,0.6989213310741551,0.6067708333333334,0.5589557163609369,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,23,MotionSense,0.755859375,0.7059766862319355,0.6119791666666666,0.5619795359377388,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,24,MotionSense,0.7490234375,0.6995570132462999,0.6145833333333334,0.5676081826900078,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,25,MotionSense,0.748046875,0.6987964018203864,0.6145833333333334,0.5689214599304272,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,26,MotionSense,0.8046875,0.7969289379918049,0.6848958333333334,0.6779320411205084,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,27,MotionSense,0.826171875,0.8231166616566575,0.703125,0.6976160581187235,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,28,MotionSense,0.83203125,0.8349772784131914,0.7239583333333334,0.7206437949386508,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,29,MotionSense,0.8505859375,0.851882550985391,0.7369791666666666,0.7370979770201699,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,30,MotionSense,0.83984375,0.8421478784601066,0.7317708333333334,0.7324751688943966,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,31,MotionSense,0.8330078125,0.8356026697226094,0.7317708333333334,0.7316202160375198,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,32,MotionSense,0.8349609375,0.8377289674077164,0.7317708333333334,0.7303712083291125,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,33,MotionSense,0.828125,0.831148024366336,0.7369791666666666,0.7358780127762191,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,34,MotionSense,0.83203125,0.8348545587658093,0.734375,0.7346967396909836,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,35,MotionSense,0.8310546875,0.8339008223145857,0.7395833333333334,0.7340354083271428,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,36,MotionSense,0.82421875,0.8276098258327195,0.7317708333333334,0.7301740209176103,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,37,MotionSense,0.8330078125,0.8357654280015886,0.7395833333333334,0.7337506148319702,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,38,MotionSense,0.8310546875,0.8337529503636585,0.734375,0.7285282432244359,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,39,MotionSense,0.81640625,0.820866792591881,0.7057291666666666,0.7027271324242331,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,40,MotionSense,0.830078125,0.8325641384966865,0.7369791666666666,0.7301490740330197,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,41,MotionSense,0.822265625,0.8255963590305369,0.7369791666666666,0.7304071559430433,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,42,MotionSense,0.8330078125,0.8356159051801342,0.734375,0.7278804974163847,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,43,MotionSense,0.8154296875,0.8191826261876898,0.7291666666666666,0.7237208600787869,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,44,MotionSense,0.8291015625,0.8319427982630625,0.7369791666666666,0.7281392187812196,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,45,MotionSense,0.8203125,0.8235740812954391,0.734375,0.7280244086904961,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,46,MotionSense,0.828125,0.8311145553461684,0.734375,0.7265491828040133,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,47,MotionSense,0.8291015625,0.8316878848463438,0.7317708333333334,0.7258220135766372,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,48,MotionSense,0.8330078125,0.835136124000492,0.734375,0.7286072934553293,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,49,MotionSense,0.8291015625,0.8316161986134177,0.7317708333333334,0.7267680288245552,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,50,MotionSense,0.822265625,0.8253055429414528,0.7135416666666666,0.7092407604186043,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,51,MotionSense,0.822265625,0.8252386734206628,0.7291666666666666,0.7244193240417437,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,52,MotionSense,0.82421875,0.8270204563693412,0.7265625,0.7215547238511859,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,53,MotionSense,0.822265625,0.8253675888719632,0.7239583333333334,0.7192060190683743,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,54,MotionSense,0.822265625,0.8256614918744067,0.6979166666666666,0.6836624300097033,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,55,MotionSense,0.8232421875,0.8259879677484335,0.7317708333333334,0.7262647881081606,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,56,MotionSense,0.822265625,0.8246689420561807,0.7317708333333334,0.7258814620078002,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,57,MotionSense,0.822265625,0.8253132492351095,0.734375,0.7292017195397466,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,58,MotionSense,0.8251953125,0.8276541596119159,0.7317708333333334,0.7258842509415316,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,59,MotionSense,0.8203125,0.823664524258565,0.7161458333333334,0.6979469139871264,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,60,MotionSense,0.8251953125,0.8271231245198827,0.7213541666666666,0.7081099903278064,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,61,MotionSense,0.8232421875,0.8257544105203666,0.7239583333333334,0.7131848264643509,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,62,MotionSense,0.828125,0.8307295269046012,0.7239583333333334,0.7111015602169103,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,63,MotionSense,0.8232421875,0.8261497517488209,0.7057291666666666,0.6890615012804947,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,64,MotionSense,0.8271484375,0.8297376884951043,0.7239583333333334,0.7105738451802309,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,65,MotionSense,0.8251953125,0.8276438027982337,0.734375,0.7254234418046331,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,66,MotionSense,0.828125,0.8306944734355132,0.7265625,0.7163364596600426,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,67,MotionSense,0.8271484375,0.8290525415371448,0.7291666666666666,0.7153868970266526,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,68,MotionSense,0.826171875,0.8290523249374885,0.7161458333333334,0.698725045500911,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,69,MotionSense,0.8310546875,0.8332296067986803,0.7395833333333334,0.7329399608961814,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,70,MotionSense,0.82421875,0.8265979269374765,0.71875,0.7000522510489849,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,71,MotionSense,0.8271484375,0.8297893496654846,0.7239583333333334,0.7048031328674349,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,72,MotionSense,0.8232421875,0.8257194978584471,0.7109375,0.6935637564983917,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,73,MotionSense,0.8251953125,0.8277088438601092,0.7265625,0.7063224861749707,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,74,MotionSense,0.83203125,0.8342021431603736,0.7317708333333334,0.7174713915419462,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,75,MotionSense,0.8212890625,0.8242692274379967,0.7083333333333334,0.6869608522983374,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,76,MotionSense,0.8271484375,0.8296216393394339,0.734375,0.7229983872554663,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,77,MotionSense,0.8251953125,0.8277660332322828,0.7265625,0.7097526238618027,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,78,MotionSense,0.830078125,0.8323409481698333,0.7317708333333334,0.7145263053636581,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,79,MotionSense,0.826171875,0.8290036158274431,0.7291666666666666,0.7190004173216852,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,80,MotionSense,0.8291015625,0.8312983525409097,0.734375,0.7200969345127577,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,81,MotionSense,0.828125,0.8303976787013932,0.7239583333333334,0.7036969432041592,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,82,MotionSense,0.8271484375,0.8298793764637792,0.7291666666666666,0.7187473230304754,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,83,MotionSense,0.828125,0.8309530544518337,0.7213541666666666,0.6997280069730546,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,84,MotionSense,0.833984375,0.8359961880049869,0.7395833333333334,0.7276238867395275,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,85,MotionSense,0.826171875,0.8290108512596485,0.71875,0.7014028945490388,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,86,MotionSense,0.82421875,0.8269715291834395,0.71875,0.703239723953207,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,87,MotionSense,0.826171875,0.8290433980635564,0.7161458333333334,0.6980455184022362,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,88,MotionSense,0.822265625,0.8254764605183365,0.7213541666666666,0.7035127464286409,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,89,MotionSense,0.828125,0.8308864636682475,0.71875,0.6959442250830951,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,90,MotionSense,0.8271484375,0.8299147023756596,0.71875,0.7006427180686768,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,91,MotionSense,0.826171875,0.8291799254117386,0.7265625,0.7048165604662358,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,92,MotionSense,0.82421875,0.8272743838984121,0.71875,0.7006427180686768,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,93,MotionSense,0.83203125,0.8341398581498382,0.7291666666666666,0.7099057145105455,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,94,MotionSense,0.8232421875,0.8263459380583186,0.7161458333333334,0.6982961656490508,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,95,MotionSense,0.8251953125,0.8279193388449007,0.71875,0.6959442250830951,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,96,MotionSense,0.82421875,0.8273838982314526,0.71875,0.7010640017686423,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,97,MotionSense,0.828125,0.830783467841742,0.7317708333333334,0.7138199211887737,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,98,MotionSense,0.8291015625,0.8317626008051975,0.7291666666666666,0.7099481829279161,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,99,MotionSense,0.8271484375,0.8301072863063378,0.7239583333333334,0.70578404502252,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,100,MotionSense,0.8232421875,0.826806494761238,0.7161458333333334,0.6992091296716353,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,101,MotionSense,0.8271484375,0.8301847653957601,0.7291666666666666,0.7074939821125977,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,102,MotionSense,0.8291015625,0.832176619814291,0.7291666666666666,0.7139046934473159,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,103,MotionSense,0.82421875,0.827515485113348,0.71875,0.7013304617125216,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,104,MotionSense,0.82421875,0.8275895088596489,0.7239583333333334,0.70598339831009,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,105,MotionSense,0.83203125,0.8349397189066021,0.7317708333333334,0.7192875983935926,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,106,MotionSense,0.82421875,0.8274697982182886,0.7239583333333334,0.70598339831009,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,107,MotionSense,0.826171875,0.8292307932802311,0.7213541666666666,0.7036099074758383,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,108,MotionSense,0.826171875,0.8295798041400012,0.71875,0.701510787010541,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,109,MotionSense,0.8291015625,0.8317609200605189,0.7317708333333334,0.7127471829263219,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,110,MotionSense,0.822265625,0.8260257453209121,0.7265625,0.7090598107796412,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,111,MotionSense,0.8330078125,0.8354983840427375,0.7526041666666666,0.7287914407792693,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,112,MotionSense,0.8291015625,0.8318394058286493,0.7317708333333334,0.712945920766704,5.5629730224609375,5.5629730224609375
cnnpff,iid:MotionSense:10,192,3,5,113,MotionSense,0.826171875,0.8294254270682918,0.7317708333333334,0.7135324220791902,5.5629730224609375,5.5629730224609375
