encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb
cnnpff,device:RealWorld_thigh:10,192,0,5,1,RealWorld_thigh,0.15590277777777778,0.07034968312437523,0.203125,0.0903727902537993,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,2,RealWorld_thigh,0.225,0.1448082081016512,0.24944196428571427,0.13349742782483906,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,3,RealWorld_thigh,0.45694444444444443,0.414609413042703,0.42857142857142855,0.3569756985068589,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,4,RealWorld_thigh,0.5625,0.5024025803317571,0.5809151785714286,0.5128125721874502,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,5,RealWorld_thigh,0.5920138888888888,0.5349328005357569,0.6110491071428571,0.5519906041522399,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,6,RealWorld_thigh,0.6180555555555556,0.5750301270527806,0.6395089285714286,0.5933403519062052,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,7,RealWorld_thigh,0.6315972222222223,0.5988849861955895,0.6556919642857143,0.6225717822037399,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,8,RealWorld_thigh,0.6517361111111111,0.6295217852837189,0.6646205357142857,0.6385045778188422,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,9,RealWorld_thigh,0.6663194444444445,0.6538376764119688,0.6785714285714286,0.6609101573040005,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,10,RealWorld_thigh,0.6850694444444444,0.6779573731926005,0.6863839285714286,0.6734346300920245,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,11,RealWorld_thigh,0.6895833333333333,0.6858915260276239,0.6975446428571429,0.6892523198280974,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,12,RealWorld_thigh,0.6895833333333333,0.6884289870448913,0.703125,0.6979249738667131,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,13,RealWorld_thigh,0.6920138888888889,0.6928982806239873,0.7064732142857143,0.7044901198120002,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,14,RealWorld_thigh,0.6965277777777777,0.7014629202685992,0.7248883928571429,0.7233950483679612,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,15,RealWorld_thigh,0.6944444444444444,0.699810895958052,0.7265625,0.7214755332682774,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,16,RealWorld_thigh,0.6895833333333333,0.675561923292631,0.65234375,0.6032653165931647,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,17,RealWorld_thigh,0.6659722222222222,0.6254838821761894,0.6529017857142857,0.6040611699014957,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,18,RealWorld_thigh,0.6690972222222222,0.6238135364210913,0.65234375,0.6028488180329535,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,19,RealWorld_thigh,0.6670138888888889,0.6216722059850078,0.6489955357142857,0.5979601423828403,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,20,RealWorld_thigh,0.6684027777777778,0.6231176271016077,0.6506696428571429,0.6001231676195015,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,21,RealWorld_thigh,0.6684027777777778,0.6231517980905504,0.6529017857142857,0.60282047019474,5.5629730224609375,5.5629730224609375
cnnpff,device:RealWorld_thigh:10,192,0,5,22,RealWorld_thigh,0.6722222222222223,0.6274194176217347,0.6501116071428571,0.5994536429306284,5.5629730224609375,5.5629730224609375
