epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,160,,,,,0.6796875,0.7421843409538269
0,160,,,0.6374223828315735,1.033036470413208,,
1,321,,,,,0.7181919813156128,0.6677999496459961
1,321,,,0.7700892686843872,0.5337918400764465,,
2,482,,,,,0.7991071343421936,0.5970883369445801
2,482,,,0.8023098111152649,0.47269803285598755,,
3,643,,,,,0.7645089030265808,0.6778962016105652
3,643,,,0.8468555808067322,0.4113236367702484,,
4,804,,,,,0.7806919813156128,0.6407061219215393
4,804,,,0.8815023303031921,0.35844966769218445,,
5,965,,,,,0.8231026530265808,0.5611242055892944
5,965,,,0.8945069909095764,0.31753256916999817,,
6,1126,,,,,0.8532366156578064,0.5092167258262634
6,1126,,,0.8988742232322693,0.3052772283554077,,
7,1287,,,,,0.7566964030265808,0.77839595079422
7,1287,,,0.9066382050514221,0.28757333755493164,,
8,1448,,,,,0.7712053656578064,0.7617165446281433
8,1448,,,0.9070264101028442,0.2802830636501312,,
9,1609,,,,,0.7873883843421936,0.6623231172561646
9,1609,,,0.9130434989929199,0.26509758830070496,,
10,1770,,,,,0.8376116156578064,0.5628926753997803
10,1770,,,0.917119562625885,0.2535555958747864,,
11,1931,,,,,0.7991071343421936,0.5600476861000061
11,1931,,,0.9185752868652344,0.2414284199476242,,
12,2092,,,,,0.859375,0.5834910273551941
12,2092,,,0.9226514101028442,0.23626716434955597,,
13,2253,,,,,0.7918526530265808,0.7398615479469299
13,2253,,,0.9262422323226929,0.2244904786348343,,
14,2414,,,,,0.8030133843421936,0.6229345202445984
14,2414,,,0.9287655353546143,0.21739284694194794,,
15,2575,,,,,0.7689732313156128,0.7642830610275269
15,2575,,,0.9306094646453857,0.20947694778442383,,
16,2736,,,,,0.8113839030265808,0.6454437375068665
16,2736,,,0.9358501434326172,0.20000368356704712,,
17,2897,,,,,0.7282366156578064,0.8512596487998962
17,2897,,,0.9348796606063843,0.1977376937866211,,
18,3058,,,,,0.8655133843421936,0.5735441446304321
18,3058,,,0.9333268404006958,0.2048264741897583,,
19,3219,,,,,0.8264508843421936,0.6420637965202332
19,3219,,,0.938858687877655,0.1904183328151703,,
20,3380,,,,,0.8058035969734192,0.7625150084495544
20,3380,,,0.9418672323226929,0.18136246502399445,,
21,3541,,,,,0.8169642686843872,0.6530407667160034
21,3541,,,0.9447787404060364,0.1723986268043518,,
22,3702,,,,,0.8342633843421936,0.6844702959060669
22,3702,,,0.9426436424255371,0.17649702727794647,,
23,3863,,,,,0.7633928656578064,1.0053435564041138
23,3863,,,0.9451669454574585,0.17292967438697815,,
24,4024,,,,,0.8610491156578064,0.5770847201347351
24,4024,,,0.9473990797996521,0.16420704126358032,,
25,4185,,,,,0.6333705186843872,1.4207518100738525
25,4185,,,0.9472049474716187,0.16536249220371246,,
26,4346,,,,,0.7706473469734192,0.8939434885978699
26,4346,,,0.9474961161613464,0.16323097050189972,,
27,4507,,,,,0.7845982313156128,0.7011117935180664
27,4507,,,0.9502134919166565,0.15964215993881226,,
28,4668,,,,,0.7918526530265808,0.7753573060035706
28,4668,,,0.9499223828315735,0.15518562495708466,,
29,4829,,,,,0.7834821343421936,0.7571162581443787
29,4829,,,0.9549689292907715,0.14647677540779114,,
30,4990,,,,,0.6813616156578064,1.1344629526138306
30,4990,,,0.9512810707092285,0.15081723034381866,,
31,5151,,,,,0.8376116156578064,0.6998819708824158
31,5151,,,0.9513781070709229,0.14484360814094543,,
32,5312,,,,,0.7265625,1.2777936458587646
32,5312,,,0.9539984464645386,0.14422783255577087,,
33,5473,,,,,0.8353794813156128,0.6921084523200989
33,5473,,,0.9573951959609985,0.1369328647851944,,
34,5634,,,,,0.7745535969734192,0.8716946244239807
34,5634,,,0.9572981595993042,0.13352634012699127,,
35,5795,,,,,0.7779017686843872,0.7910618782043457
35,5795,,,0.9512810707092285,0.14863739907741547,,
36,5956,,,,,0.8504464030265808,0.6798501014709473
36,5956,,,0.9545807242393494,0.13867318630218506,,
37,6117,,,,,0.7712053656578064,1.1997908353805542
37,6117,,,0.9570069909095764,0.1388900727033615,,
38,6278,,,,,0.6941964030265808,1.2955013513565063
38,6278,,,0.9593361616134644,0.12907926738262177,,
39,6439,,,,,0.83984375,0.7164306640625
39,6439,,,0.9599184989929199,0.12668786942958832,,
40,6600,,,,,0.8231026530265808,0.8753096461296082
40,6600,,,0.9582686424255371,0.12961240112781525,,
41,6761,,,,,0.7332589030265808,1.2422916889190674
41,6761,,,0.9591420888900757,0.12983793020248413,,
42,6922,,,,,0.8376116156578064,0.8365036845207214
42,6922,,,0.9617624282836914,0.11665332317352295,,
43,7083,,,,,0.8136160969734192,0.8762204051017761
43,7083,,,0.95923912525177,0.12397810071706772,,
44,7244,,,,,0.7578125,0.9795120358467102
44,7244,,,0.9617624282836914,0.1188640221953392,,
45,7405,,,,,0.7779017686843872,0.8642063736915588
45,7405,,,0.9655473828315735,0.1124613955616951,,
46,7566,,,,,0.6941964030265808,1.5534999370574951
46,7566,,,0.9641886353492737,0.11459946632385254,,
47,7727,,,,,0.7723214030265808,1.2146917581558228
47,7727,,,0.96263587474823,0.11490536481142044,,
48,7888,,,,,0.7114955186843872,1.4896811246871948
48,7888,,,0.9619565010070801,0.114031583070755,,
49,8049,,,,,0.7477678656578064,1.1291946172714233
49,8049,,,0.96535325050354,0.1094694659113884,,
50,8210,,,,,0.7421875,1.1461994647979736
50,8210,,,0.9641886353492737,0.10916803777217865,,
51,8371,,,,,0.7745535969734192,1.1481435298919678
51,8371,,,0.9651591777801514,0.10861212015151978,,
52,8532,,,,,0.75,0.9463276267051697
52,8532,,,0.9670031070709229,0.10768181830644608,,
53,8693,,,,,0.7645089030265808,0.9905125498771667
53,8693,,,0.9658384919166565,0.10650350153446198,,
54,8854,,,,,0.7232142686843872,1.3101707696914673
54,8854,,,0.9641886353492737,0.11023415625095367,,
55,9015,,,,,0.7159598469734192,1.1349761486053467
55,9015,,,0.9665178656578064,0.1034163385629654,,
56,9176,,,,,0.7109375,1.1344413757324219
