encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec
rnn,device:MotionSense:17,natural,0,5,1,MotionSense,0.318359375,0.26986812850903236,0.3359375,0.2881644043990392,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,2,MotionSense,0.3369140625,0.2621496850977428,0.3880208333333333,0.31831386854751337,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,3,MotionSense,0.359375,0.2943727764687771,0.4192708333333333,0.3602045426677229,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,4,MotionSense,0.4765625,0.4110235256177743,0.4739583333333333,0.40233283762153915,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,5,MotionSense,0.4736328125,0.41882111616314655,0.46875,0.413502152391156,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,6,MotionSense,0.4912109375,0.4318562128742966,0.4635416666666667,0.38717588758859384,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,7,MotionSense,0.513671875,0.46544560715529154,0.4921875,0.44515905204618944,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,8,MotionSense,0.482421875,0.4378397074028059,0.4557291666666667,0.3972571692077218,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,9,MotionSense,0.513671875,0.45868611084533234,0.4921875,0.4342335559027346,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,10,MotionSense,0.51171875,0.4578439487398842,0.484375,0.42396583526285053,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,11,MotionSense,0.5263671875,0.4709909365953567,0.4791666666666667,0.4165367914642526,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,12,MotionSense,0.5205078125,0.46549856576029186,0.4869791666666667,0.4236592222851829,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,13,MotionSense,0.53125,0.4742231002695023,0.4765625,0.41423394980799016,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,14,MotionSense,0.5205078125,0.46278647526830935,0.4713541666666667,0.4003903447716373,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,15,MotionSense,0.5302734375,0.4795354540518768,0.4869791666666667,0.43397121806794337,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,16,MotionSense,0.5185546875,0.45991976612621105,0.4635416666666667,0.38902052894715283,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,17,MotionSense,0.5263671875,0.471015533986614,0.4791666666666667,0.4168082680270418,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,18,MotionSense,0.53125,0.4770399199479069,0.4713541666666667,0.3950115261972589,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,19,MotionSense,0.5234375,0.4752838691364792,0.4765625,0.41646791832927904,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,20,MotionSense,0.5322265625,0.48743701941816475,0.4817708333333333,0.4163967869220004,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,21,MotionSense,0.533203125,0.48844191160913963,0.4791666666666667,0.4242379604510867,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,22,MotionSense,0.546875,0.5122915808895393,0.4921875,0.43449325656122556,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,23,MotionSense,0.5380859375,0.5034628118968457,0.4921875,0.44404722458801943,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,24,MotionSense,0.54296875,0.5163611756195065,0.4947916666666667,0.4477038647382701,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,25,MotionSense,0.5439453125,0.5160447744040026,0.4817708333333333,0.4338745467282427,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,26,MotionSense,0.544921875,0.5176753415873215,0.484375,0.4336458833769103,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,27,MotionSense,0.5693359375,0.5503841780809964,0.5078125,0.4659025198657087,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,28,MotionSense,0.546875,0.5259987388809245,0.5,0.453285853246241,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,29,MotionSense,0.5546875,0.5282780814276254,0.484375,0.43363400827463217,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,30,MotionSense,0.56640625,0.5515197434816838,0.5026041666666666,0.4615878354659084,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,31,MotionSense,0.5595703125,0.5390485047990429,0.4895833333333333,0.4395344189523003,11.088157653808594,11.088157653808594,none,1,0,
rnn,device:MotionSense:17,natural,0,5,32,MotionSense,0.5546875,0.5336118694513271,0.4921875,0.4391491569402488,11.088157653808594,11.088157653808594,none,1,0,
