encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec
resnetse5,device:WISDM:36,natural,0,5,1,WISDM,0.5546875,0.35840045592130715,0.5792410714285714,0.49210637487808817,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,2,WISDM,0.526171875,0.3988816680561311,0.47767857142857145,0.32954174093879973,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,3,WISDM,0.53359375,0.4118510501593926,0.5212053571428571,0.40809931216402806,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,4,WISDM,0.567578125,0.46562051139275745,0.6216517857142857,0.5390289647141996,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,5,WISDM,0.651171875,0.5841347789061859,0.7544642857142857,0.6610043145397635,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,6,WISDM,0.688671875,0.6089077736759294,0.7767857142857143,0.6719266923533408,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,7,WISDM,0.711328125,0.6291124936007385,0.7834821428571429,0.6759967963649989,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,8,WISDM,0.725,0.6434952601347722,0.7845982142857143,0.6788447707884097,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,9,WISDM,0.73515625,0.6548847709821979,0.7879464285714286,0.6837857494078263,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,10,WISDM,0.74375,0.6640155826435624,0.7890625,0.6848450714417246,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,11,WISDM,0.74609375,0.6665168763892739,0.7890625,0.6848450714417246,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,12,WISDM,0.7515625,0.673725594685602,0.7834821428571429,0.6812981918892772,18.83001708984375,18.83001708984375,none,1,0,
resnetse5,device:WISDM:36,natural,0,5,13,WISDM,0.756640625,0.6828515633424269,0.7734375,0.6734793696661433,18.83001708984375,18.83001708984375,none,1,0,
