encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec
resnetse5,device:UCI:21,natural,0,5,1,UCI,0.628125,0.5389834779643954,0.540625,0.4391832582699008,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,2,UCI,0.821875,0.715184251510997,0.8375,0.7407050733436991,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,3,UCI,0.834375,0.7343572023975212,0.840625,0.7436464088397791,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,4,UCI,0.8421875,0.7415957354114421,0.8375,0.7407050733436991,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,5,UCI,0.840625,0.7432928776553113,0.840625,0.7436464088397791,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,6,UCI,0.8421875,0.7441668825326342,0.828125,0.7318715170648872,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,7,UCI,0.8515625,0.7463915662556907,0.84375,0.7450549450549451,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,8,UCI,0.834375,0.7398380703448011,0.809375,0.7191090942630511,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,9,UCI,0.8765625,0.8150943772879258,0.878125,0.8332934131736527,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,10,UCI,0.875,0.8214801282284625,0.88125,0.8418938307030128,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,11,UCI,0.8953125,0.8837131973058495,0.8875,0.8752688172043012,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,12,UCI,0.8671875,0.8210980852365501,0.884375,0.8473548501822709,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,13,UCI,0.846875,0.8255496864986458,0.84375,0.8152277795476266,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,14,UCI,0.903125,0.8749790136605803,0.8875,0.8666130468681106,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,15,UCI,0.8,0.7557839540358773,0.815625,0.7706242144951823,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,16,UCI,0.91875,0.9081552974290492,0.915625,0.9023614683189152,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,17,UCI,0.8578125,0.8390186428066906,0.8625,0.8414906832298137,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,18,UCI,0.853125,0.8389149882976102,0.85625,0.8388982872798525,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,19,UCI,0.909375,0.8804282997499865,0.9125,0.8872222222222221,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,20,UCI,0.89375,0.8720063346448665,0.9125,0.8920900846966304,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,21,UCI,0.9328125,0.9141189873547028,0.925,0.9094634146341463,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,22,UCI,0.875,0.8109284942157672,0.88125,0.8291472868217055,10.984176635742188,10.984176635742188,none,full,0,
resnetse5,device:UCI:21,natural,0,5,23,UCI,0.8953125,0.858040733360883,0.90625,0.8813385968707188,10.984176635742188,10.984176635742188,none,full,0,
