encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec
resnetse5,device:RealWorld_thigh:10,natural,0,5,1,RealWorld_thigh,0.3315972222222222,0.1795995241635164,0.2974330357142857,0.1719856844186025,5.230560302734375,5.230560302734375,none,full,0,
resnetse5,device:RealWorld_thigh:10,natural,0,5,2,RealWorld_thigh,0.4517361111111111,0.337429461898937,0.3560267857142857,0.21530957704629658,5.230560302734375,5.230560302734375,none,full,0,
resnetse5,device:RealWorld_thigh:10,natural,0,5,3,RealWorld_thigh,0.4829861111111111,0.41112547918202114,0.35435267857142855,0.2731772654252274,5.230560302734375,5.230560302734375,none,full,0,
resnetse5,device:RealWorld_thigh:10,natural,0,5,4,RealWorld_thigh,0.40208333333333335,0.2969612298577832,0.3599330357142857,0.29141656152496637,5.230560302734375,5.230560302734375,none,full,0,
resnetse5,device:RealWorld_thigh:10,natural,0,5,5,RealWorld_thigh,0.48541666666666666,0.438716079633147,0.3900669642857143,0.3370026872565312,5.230560302734375,5.230560302734375,none,full,0,
resnetse5,device:RealWorld_thigh:10,natural,0,5,6,RealWorld_thigh,0.46770833333333334,0.4220508348585452,0.4095982142857143,0.3596394463110122,5.230560302734375,5.230560302734375,none,full,0,
resnetse5,device:RealWorld_thigh:10,natural,0,5,7,RealWorld_thigh,0.47256944444444443,0.4240363565855481,0.3638392857142857,0.301782562059141,5.230560302734375,5.230560302734375,none,full,0,
resnetse5,device:RealWorld_thigh:10,natural,0,5,8,RealWorld_thigh,0.6100694444444444,0.6020337282891374,0.3588169642857143,0.29231223879802526,5.230560302734375,5.230560302734375,none,full,0,
resnetse5,device:RealWorld_thigh:10,natural,0,5,9,RealWorld_thigh,0.5708333333333333,0.5603088357548559,0.3443080357142857,0.31954766278363306,5.230560302734375,5.230560302734375,none,full,0,
resnetse5,device:RealWorld_thigh:10,natural,0,5,10,RealWorld_thigh,0.5055555555555555,0.4557580564814346,0.5078125,0.4648646961111719,5.230560302734375,5.230560302734375,none,full,0,
resnetse5,device:RealWorld_thigh:10,natural,0,5,11,RealWorld_thigh,0.5743055555555555,0.5230776710652358,0.44252232142857145,0.38558087457358886,5.230560302734375,5.230560302734375,none,full,0,
resnetse5,device:RealWorld_thigh:10,natural,0,5,12,RealWorld_thigh,0.5760416666666667,0.5261886345503023,0.3822544642857143,0.33070407350325465,5.230560302734375,5.230560302734375,none,full,0,
