encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,1,RealWorld_thigh,0.2569444444444444,0.1933740436289213,0.24107142857142858,0.17193666933402074,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,1,MotionSense,0.3046875,0.22214073508191157,0.2916666666666667,0.20419298766269556,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,2,RealWorld_thigh,0.44513888888888886,0.3490939449652684,0.484375,0.380366785366107,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,2,MotionSense,0.5380859375,0.41641618448951706,0.4713541666666667,0.32206550614212465,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,3,RealWorld_thigh,0.4638888888888889,0.36511043932608284,0.5245535714285714,0.4114262861636271,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,3,MotionSense,0.5830078125,0.4625125556704504,0.46875,0.33423405057550676,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,4,RealWorld_thigh,0.475,0.37570424842565237,0.5251116071428571,0.4094761867595669,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,4,MotionSense,0.591796875,0.4693630975256007,0.46875,0.3351533703542609,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,5,RealWorld_thigh,0.478125,0.3798511882319322,0.5295758928571429,0.4155089926335223,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,5,MotionSense,0.59375,0.4734125029067329,0.4791666666666667,0.3487633371632514,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,6,RealWorld_thigh,0.5319444444444444,0.47221044696272435,0.6261160714285714,0.5532056653612173,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,6,MotionSense,0.7099609375,0.6370279417482779,0.6145833333333334,0.5214234527371533,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,7,RealWorld_thigh,0.5236111111111111,0.45517477176733384,0.5831473214285714,0.5002314032685052,19.993057250976562,19.993057250976562,tfc,2,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,3,5,7,MotionSense,0.669921875,0.5911645299189648,0.5729166666666666,0.47837828337640875,19.993057250976562,19.993057250976562,tfc,2,100
