encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds
rnn,device:MotionSense:10,192,2,5,1,MotionSense,0.1669921875,0.05434000453382557,0.18229166666666666,0.051736881005173686,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,2,MotionSense,0.3056640625,0.17076290828716423,0.3046875,0.15685806085282591,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,3,MotionSense,0.357421875,0.21146598394602903,0.3645833333333333,0.1928341384863124,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,4,MotionSense,0.3701171875,0.2302337355069376,0.3671875,0.19414616110475982,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,5,MotionSense,0.376953125,0.2424214099998198,0.3671875,0.20306472553257118,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,6,MotionSense,0.3876953125,0.25704782946166704,0.3697916666666667,0.2034488563432443,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,7,MotionSense,0.392578125,0.264331595113253,0.3723958333333333,0.20475315339208325,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,8,MotionSense,0.3916015625,0.2633278401838677,0.3723958333333333,0.20494519861113988,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,9,MotionSense,0.39453125,0.27196454294212374,0.3697916666666667,0.2002503629303887,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,10,MotionSense,0.392578125,0.2708977417311896,0.3723958333333333,0.20530851047187812,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,11,MotionSense,0.3916015625,0.2706764650763787,0.375,0.2098747205175402,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,12,MotionSense,0.388671875,0.2656958235275824,0.375,0.2097560581284702,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,13,MotionSense,0.38671875,0.26331764664226137,0.3828125,0.2233627003900832,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,14,MotionSense,0.3984375,0.27694069724999615,0.3854166666666667,0.23250374861071443,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,15,MotionSense,0.416015625,0.2965286427237548,0.3958333333333333,0.2471616413288934,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,16,MotionSense,0.4345703125,0.31752865571641853,0.4296875,0.28227225320087657,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,17,MotionSense,0.46875,0.35515344399642634,0.4479166666666667,0.2912603736824408,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,18,MotionSense,0.4931640625,0.3881539834044964,0.46875,0.3084615270033695,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,19,MotionSense,0.5263671875,0.43387817467079265,0.484375,0.32550210218516284,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,20,MotionSense,0.5517578125,0.4699729565554473,0.5078125,0.3604922050574224,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,21,MotionSense,0.5546875,0.4762506065658052,0.53125,0.3968280282935455,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,22,MotionSense,0.5615234375,0.48639153806562724,0.5338541666666666,0.40366534860447145,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,23,MotionSense,0.5615234375,0.48993494321296754,0.5442708333333334,0.42572151725553237,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,24,MotionSense,0.560546875,0.4907076887726589,0.5546875,0.44269856160100063,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,25,MotionSense,0.55859375,0.4900425367292593,0.546875,0.4429471098876076,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,26,MotionSense,0.5556640625,0.48805162194629986,0.5364583333333334,0.4353535358065866,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,27,MotionSense,0.5556640625,0.48867282279343516,0.5338541666666666,0.4349029623611009,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,28,MotionSense,0.55078125,0.48386978026338007,0.53125,0.4333613111020725,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:MotionSense:10,192,2,5,29,MotionSense,0.5615234375,0.49696122418606,0.5442708333333334,0.4523325713318094,6.5224456787109375,6.5224456787109375,lfr,5,100
