encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,1,RealWorld_thigh,0.17256944444444444,0.09746510574567764,0.16517857142857142,0.07762372844004518,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,1,MotionSense,0.310546875,0.21144264382975583,0.3619791666666667,0.2327592526567963,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,2,RealWorld_thigh,0.38229166666666664,0.3196909748323288,0.36830357142857145,0.2717929536266214,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,2,MotionSense,0.283203125,0.20078690171297656,0.3125,0.21325842643756543,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,3,RealWorld_thigh,0.3284722222222222,0.22119004216829882,0.33984375,0.21199516789156655,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,3,MotionSense,0.3623046875,0.22702206590152293,0.3932291666666667,0.24250563972547656,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,4,RealWorld_thigh,0.3402777777777778,0.23234278899483726,0.359375,0.2313399265157836,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,4,MotionSense,0.3701171875,0.2343640302627452,0.4114583333333333,0.25479283962191984,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,5,RealWorld_thigh,0.36319444444444443,0.2623466123208587,0.3833705357142857,0.26041897424211996,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,5,MotionSense,0.37890625,0.2444226135125136,0.4270833333333333,0.28142812113464233,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,6,RealWorld_thigh,0.3697916666666667,0.27428854970157507,0.38950892857142855,0.2775360236656119,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,6,MotionSense,0.38671875,0.25832020570784514,0.4322916666666667,0.2881058874393273,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,7,RealWorld_thigh,0.378125,0.2898243312880588,0.40234375,0.3056067424861371,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,7,MotionSense,0.404296875,0.2865453643049955,0.4270833333333333,0.28402102746303987,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,8,RealWorld_thigh,0.38680555555555557,0.3073537655920037,0.41796875,0.33018839118041937,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,8,MotionSense,0.419921875,0.3139461283259961,0.4401041666666667,0.306987797649575,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,9,RealWorld_thigh,0.4045138888888889,0.33131080947090824,0.41908482142857145,0.33522910507621595,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,9,MotionSense,0.4326171875,0.33555631277698317,0.4375,0.3167046964503793,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,10,RealWorld_thigh,0.41041666666666665,0.34275415453140345,0.42354910714285715,0.3453000115499578,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,10,MotionSense,0.443359375,0.35465891413159106,0.4270833333333333,0.30939248157889926,6.5224456787109375,6.5224456787109375,lfr,5,100
rnn,device:RealWorld_thigh+MotionSense:5+5,192,2,5,11,RealWorld_thigh,0.4201388888888889,0.3557425495121443,0.4185267857142857,0.34379669432350873,6.5224456787109375,6.5224456787109375,lfr,5,100
