encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,1,RealWorld_thigh,0.30243055555555554,0.16470248097085008,0.3431919642857143,0.178014547966862,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,1,MotionSense,0.34765625,0.18581199964810416,0.3671875,0.19553040028007937,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,2,RealWorld_thigh,0.40868055555555555,0.3160041814149225,0.47544642857142855,0.37145249838903366,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,2,MotionSense,0.3779296875,0.2638517064386427,0.3776041666666667,0.23893147291555894,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,3,RealWorld_thigh,0.46597222222222223,0.39336021710906804,0.59765625,0.5308545676794142,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,3,MotionSense,0.5341796875,0.44497690576300686,0.4765625,0.3785020550276186,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,4,RealWorld_thigh,0.4861111111111111,0.42332714619329864,0.55859375,0.49243100781772503,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,4,MotionSense,0.60546875,0.5170492063509393,0.5598958333333334,0.463486288518652,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,5,RealWorld_thigh,0.4895833333333333,0.428731377868107,0.5345982142857143,0.46717786544030004,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,5,MotionSense,0.6123046875,0.5271301369230773,0.5859375,0.4977170973433938,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,6,RealWorld_thigh,0.49756944444444445,0.43533761517252817,0.5016741071428571,0.43443967647350584,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,6,MotionSense,0.6162109375,0.5326349442866501,0.5807291666666666,0.48483513371363834,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,7,RealWorld_thigh,0.5079861111111111,0.4599849479417489,0.4765625,0.41889036475976704,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,7,MotionSense,0.6318359375,0.5606019762034959,0.5963541666666666,0.5228952903410757,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,8,RealWorld_thigh,0.5152777777777777,0.4808448886083758,0.4720982142857143,0.423686515045906,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,8,MotionSense,0.630859375,0.5679694814587928,0.6223958333333334,0.564372077474456,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,9,RealWorld_thigh,0.5173611111111112,0.48279678711745727,0.46651785714285715,0.4175586039457966,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,9,MotionSense,0.6298828125,0.5718885488282399,0.6223958333333334,0.5633021909426404,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,10,RealWorld_thigh,0.5118055555555555,0.4790913621393127,0.46651785714285715,0.4179909553231535,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,10,MotionSense,0.6318359375,0.5770088593438389,0.6354166666666666,0.5836289724011213,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,11,RealWorld_thigh,0.50625,0.4709963765006795,0.46484375,0.4132538005011299,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,11,MotionSense,0.623046875,0.5599513833834243,0.6302083333333334,0.5770739622691309,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,12,RealWorld_thigh,0.5072916666666667,0.4711842593901856,0.46316964285714285,0.41118558318758297,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,12,MotionSense,0.62890625,0.5685052064933416,0.6354166666666666,0.581264264020275,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,13,RealWorld_thigh,0.509375,0.4752599582173645,0.47154017857142855,0.42177783029069654,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,13,MotionSense,0.630859375,0.5773688391938517,0.6380208333333334,0.5867861081570759,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,14,RealWorld_thigh,0.5083333333333333,0.47521899757809954,0.47265625,0.42528159636361135,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,14,MotionSense,0.63671875,0.5866381552944374,0.6458333333333334,0.5990755708398858,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,15,RealWorld_thigh,0.5072916666666667,0.47449964428429836,0.47433035714285715,0.42698960624609517,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,15,MotionSense,0.638671875,0.5895861691811026,0.6536458333333334,0.6110898683986374,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,16,RealWorld_thigh,0.5086805555555556,0.47632360414161345,0.4799107142857143,0.43352077191674004,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,16,MotionSense,0.642578125,0.5951191544502038,0.6484375,0.6065707365661344,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,17,RealWorld_thigh,0.5041666666666667,0.4703196841465403,0.48325892857142855,0.43508001862646134,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,17,MotionSense,0.6396484375,0.5907409886828283,0.6510416666666666,0.6120678984931549,254.18060302734375,254.18060302734375,none,5,0
tstcc,device:RealWorld_thigh+MotionSense:10+10,192,3,5,18,RealWorld_thigh,0.5072916666666667,0.475145073120195,0.4921875,0.4461973554339908,254.18060302734375,254.18060302734375,none,5,0
