encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,1,RealWorld_thigh,0.30416666666666664,0.15976320436128288,0.34263392857142855,0.17445884170950612,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,1,MotionSense,0.3486328125,0.18780769629340577,0.3645833333333333,0.1854210898796886,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,2,RealWorld_thigh,0.30277777777777776,0.15889124858802026,0.3431919642857143,0.17431561400651122,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,2,MotionSense,0.3525390625,0.19720580247948724,0.3645833333333333,0.18457296116822408,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,3,RealWorld_thigh,0.30243055555555554,0.15897546099011867,0.34263392857142855,0.17401703439099828,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,3,MotionSense,0.37890625,0.250387902643385,0.3645833333333333,0.18430308511707363,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,4,RealWorld_thigh,0.31493055555555555,0.18429706180390723,0.34542410714285715,0.18030985639233452,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,4,MotionSense,0.4345703125,0.33718230266908183,0.375,0.2169481763247916,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,5,RealWorld_thigh,0.39791666666666664,0.31675582900277216,0.375,0.23344103644203007,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,5,MotionSense,0.5244140625,0.4543998195207806,0.4453125,0.3519344788760208,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,6,RealWorld_thigh,0.5197916666666667,0.46801266161367777,0.4614955357142857,0.36630551110157716,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,6,MotionSense,0.6181640625,0.5616791169499692,0.5286458333333334,0.46167526579111945,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,7,RealWorld_thigh,0.5850694444444444,0.5359588698072706,0.5608258928571429,0.49576877582406903,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,7,MotionSense,0.666015625,0.6127146801240517,0.5911458333333334,0.5346310251324781,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,8,RealWorld_thigh,0.60625,0.5634664500489852,0.58984375,0.5324324832750852,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,8,MotionSense,0.6826171875,0.6299132888981842,0.6380208333333334,0.599823013007447,44.898223876953125,44.898223876953125,tfc,2,100
cnnpff,device:RealWorld_thigh+MotionSense:10+10,192,0,5,9,RealWorld_thigh,0.6100694444444444,0.5688746272727602,0.5931919642857143,0.5379048331913097,44.898223876953125,44.898223876953125,tfc,2,100
