encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds
rnn,device:RealWorld_thigh:10,192,2,5,1,RealWorld_thigh,0.3246527777777778,0.2160515794993102,0.3805803571428571,0.2366916542854141,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,2,RealWorld_thigh,0.3722222222222222,0.2423860790226049,0.4135044642857143,0.2642044881084676,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,3,RealWorld_thigh,0.3895833333333333,0.2656341707407625,0.4363839285714285,0.3049199187131475,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,4,RealWorld_thigh,0.4159722222222222,0.3164127383666146,0.4732142857142857,0.3623962048138663,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,5,RealWorld_thigh,0.4475694444444444,0.3690695677340194,0.5106026785714286,0.4174686730372655,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,6,RealWorld_thigh,0.478125,0.4135140143125284,0.5407366071428571,0.4603444520147175,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,7,RealWorld_thigh,0.5079861111111111,0.4561464416036302,0.5703125,0.5064720289528631,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,8,RealWorld_thigh,0.5822916666666667,0.576717361923078,0.6841517857142857,0.6581382219063411,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,9,RealWorld_thigh,0.5913194444444444,0.5865258943443873,0.6975446428571429,0.6743366858746088,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,10,RealWorld_thigh,0.6145833333333334,0.6109021063463929,0.7014508928571429,0.6810383378367577,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,11,RealWorld_thigh,0.6368055555555555,0.6317864728432957,0.6863839285714286,0.6657680349699111,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,12,RealWorld_thigh,0.6375,0.6273487133139052,0.6629464285714286,0.6384221563290442,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,13,RealWorld_thigh,0.603125,0.5686274560989952,0.6155133928571429,0.5649491743875071,19.99305725097656,19.99305725097656,tfc,1,100
rnn,device:RealWorld_thigh:10,192,2,5,14,RealWorld_thigh,0.5920138888888888,0.5410183727559683,0.6004464285714286,0.5406627167301737,19.99305725097656,19.99305725097656,tfc,1,100
