epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,160,,,,,0.4453125,1.4461466073989868
0,160,,,0.37606754899024963,1.6763616800308228,,
1,321,,,,,0.5345982313156128,1.0174535512924194
1,321,,,0.4923330843448639,1.167944073677063,,
2,482,,,,,0.609375,0.8930190801620483
2,482,,,0.6039401888847351,0.882571280002594,,
3,643,,,,,0.6584821343421936,0.8527733683586121
3,643,,,0.6770186424255371,0.7638842463493347,,
4,804,,,,,0.6283482313156128,0.891595721244812
4,804,,,0.7013781070709229,0.7004672884941101,,
5,965,,,,,0.6188616156578064,0.9064742922782898
5,965,,,0.7263198494911194,0.6488972902297974,,
6,1126,,,,,0.6411830186843872,0.9234932065010071
6,1126,,,0.7401979565620422,0.6121600866317749,,
7,1287,,,,,0.58203125,0.9343331456184387
7,1287,,,0.7625194191932678,0.5872043371200562,,
8,1448,,,,,0.62109375,0.9188246130943298
8,1448,,,0.7637810707092285,0.5722056031227112,,
9,1609,,,,,0.6244419813156128,0.9490411877632141
9,1609,,,0.7763004899024963,0.555436372756958,,
10,1770,,,,,0.5362723469734192,0.9284993410110474
10,1770,,,0.7752329111099243,0.5457702279090881,,
11,1931,,,,,0.5318080186843872,0.9403732419013977
11,1931,,,0.7840644121170044,0.5374218225479126,,
12,2092,,,,,0.5390625,0.9784528017044067
12,2092,,,0.7924107313156128,0.5282106995582581,,
13,2253,,,,,0.625,0.9776748418807983
13,2253,,,0.8026979565620422,0.5233063697814941,,
14,2414,,,,,0.5825892686843872,1.0238608121871948
14,2414,,,0.7975543737411499,0.5160276889801025,,
15,2575,,,,,0.6238839030265808,1.009682297706604
15,2575,,,0.8017274737358093,0.5123637318611145,,
16,2736,,,,,0.5390625,1.0295617580413818
16,2736,,,0.8057065010070801,0.5037756562232971,,
17,2897,,,,,0.4949776828289032,1.0665639638900757
17,2897,,,0.8070651888847351,0.498237669467926,,
18,3058,,,,,0.5926339030265808,1.0804017782211304
18,3058,,,0.8116265535354614,0.49147188663482666,,
19,3219,,,,,0.51171875,1.1126536130905151
19,3219,,,0.8125970363616943,0.4859037697315216,,
20,3380,,,,,0.4877232015132904,1.1479252576828003
20,3380,,,0.8157997131347656,0.4775858223438263,,
21,3541,,,,,0.5401785969734192,1.2182456254959106
21,3541,,,0.8225931525230408,0.4745512902736664,,
22,3702,,,,,0.4910714328289032,1.1600993871688843
22,3702,,,0.8207492232322693,0.4687972962856293,,
23,3863,,,,,0.5513392686843872,1.1768901348114014
23,3863,,,0.8227872848510742,0.46294915676116943,,
24,4024,,,,,0.4849330484867096,1.1857550144195557
24,4024,,,0.8254076242446899,0.45942550897598267,,
25,4185,,,,,0.5546875,1.1720446348190308
25,4185,,,0.8300659656524658,0.451378732919693,,
26,4346,,,,,0.5184151530265808,1.1918065547943115
26,4346,,,0.8256016969680786,0.4529964327812195,,
27,4507,,,,,0.49609375,1.2296658754348755
27,4507,,,0.8350155353546143,0.4394780397415161,,
28,4668,,,,,0.4854910671710968,1.242897391319275
28,4668,,,0.8338509202003479,0.44080233573913574,,
29,4829,,,,,0.4893973171710968,1.2677823305130005
29,4829,,,0.8416149020195007,0.4357821047306061,,
30,4990,,,,,0.4849330484867096,1.2639216184616089
30,4990,,,0.846176266670227,0.42895686626434326,,
31,5151,,,,,0.4799107015132904,1.244675636291504
31,5151,,,0.8479231595993042,0.4264896512031555,,
32,5312,,,,,0.4827008843421936,1.2282763719558716
32,5312,,,0.8458850979804993,0.4244351089000702,,
33,5473,,,,,0.5513392686843872,1.2053766250610352
33,5473,,,0.848505437374115,0.41856279969215393,,
34,5634,,,,,0.5541294813156128,1.2182103395462036
34,5634,,,0.8504464030265808,0.41680729389190674,,
35,5795,,,,,0.48046875,1.2942428588867188
35,5795,,,0.8531638383865356,0.412326842546463,,
36,5956,,,,,0.5613839030265808,1.1670361757278442
36,5956,,,0.8516110181808472,0.41329434514045715,,
37,6117,,,,,0.5206473469734192,1.204915165901184
37,6117,,,0.8518051505088806,0.40786853432655334,,
38,6278,,,,,0.4860491156578064,1.2749969959259033
38,6278,,,0.85326087474823,0.4033750593662262,,
39,6439,,,,,0.5318080186843872,1.245993733406067
39,6439,,,0.8524844646453857,0.40472620725631714,,
40,6600,,,,,0.5385044813156128,1.2262046337127686
40,6600,,,0.858016312122345,0.39795345067977905,,
41,6761,,,,,0.5106026530265808,1.2660773992538452
41,6761,,,0.8552989363670349,0.39896583557128906,,
42,6922,,,,,0.4994419515132904,1.3604176044464111
42,6922,,,0.8578221797943115,0.39516934752464294,,
43,7083,,,,,0.4966517984867096,1.3036878108978271
43,7083,,,0.8574340343475342,0.39408761262893677,,
44,7244,,,,,0.6529017686843872,1.2205532789230347
44,7244,,,0.8554930090904236,0.3924751579761505,,
45,7405,,,,,0.5580357313156128,1.2460352182388306
45,7405,,,0.8609278202056885,0.3882615566253662,,
46,7566,,,,,0.5033482313156128,1.3240783214569092
46,7566,,,0.8581133484840393,0.3888642489910126,,
47,7727,,,,,0.48828125,1.3713815212249756
47,7727,,,0.8560752868652344,0.3888571560382843,,
48,7888,,,,,0.4905133843421936,1.3256641626358032
48,7888,,,0.8608307242393494,0.3836710751056671,,
49,8049,,,,,0.4983258843421936,1.3427802324295044
49,8049,,,0.8584045171737671,0.3836144208908081,,
50,8210,,,,,0.5323660969734192,1.3250439167022705
50,8210,,,0.8616071343421936,0.38254663348197937,,
51,8371,,,,,0.4910714328289032,1.375292420387268
51,8371,,,0.861801266670227,0.3783179223537445,,
