method,encoder,spec,pretrain_spec,n_shots,seed,target,test_acc,test_f1_macro,protocol
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,1,1,MotionSense,0.73046875,0.7232842766719599,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,1,2,MotionSense,0.63671875,0.6356103685737182,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,1,3,MotionSense,0.669921875,0.6709208076672858,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,2,0,MotionSense,0.7294921875,0.727126584289887,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,2,1,MotionSense,0.75,0.7489022123401088,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,2,2,MotionSense,0.763671875,0.7663658094286885,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,2,3,MotionSense,0.7646484375,0.7674500496953506,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,5,0,MotionSense,0.8115234375,0.8114710748999036,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,5,1,MotionSense,0.794921875,0.7960145848654605,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,5,2,MotionSense,0.783203125,0.7870365859049357,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,5,3,MotionSense,0.818359375,0.8213112905028214,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,full,0,MotionSense,0.857421875,0.8589356668415092,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,full,1,MotionSense,0.81640625,0.8191582653747996,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,full,2,MotionSense,0.8408203125,0.8448239839883981,last
lfr,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,full,3,MotionSense,0.85546875,0.8572061899600926,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,10,0,RealWorld_thigh,0.6552083333333333,0.615136433536064,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,10,1,RealWorld_thigh,0.684375,0.6860472277468247,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,10,2,RealWorld_thigh,0.6256944444444444,0.5769518385437028,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,10,3,RealWorld_thigh,0.6600694444444445,0.6268586342546194,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,1,0,RealWorld_thigh,0.7100694444444444,0.7103917106738038,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,1,1,RealWorld_thigh,0.7670138888888889,0.770594691642517,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,1,2,RealWorld_thigh,0.6625,0.6260250612840144,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,1,3,RealWorld_thigh,0.7100694444444444,0.7139423017630878,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,2,0,RealWorld_thigh,0.6434027777777778,0.6523608168702566,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,2,1,RealWorld_thigh,0.6190972222222222,0.6071306994276111,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,2,2,RealWorld_thigh,0.640625,0.6120670104165343,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,2,3,RealWorld_thigh,0.6333333333333333,0.617244065919926,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,5,0,RealWorld_thigh,0.65625,0.6570033060609415,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,5,1,RealWorld_thigh,0.6885416666666667,0.6889068389827409,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,5,2,RealWorld_thigh,0.6350694444444445,0.604534775992148,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,5,3,RealWorld_thigh,0.6048611111111111,0.5825078731359414,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,full,0,RealWorld_thigh,0.6809027777777777,0.6371872807107543,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,full,1,RealWorld_thigh,0.6423611111111112,0.5992641056959566,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,full,2,RealWorld_thigh,0.6826388888888889,0.6359735748619082,last
lfr,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,full,3,RealWorld_thigh,0.5826388888888889,0.5582018063156805,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,10,0,MotionSense,0.794921875,0.7541732692469787,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,10,1,MotionSense,0.7724609375,0.749497300735248,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,10,2,MotionSense,0.7666015625,0.7393880349733329,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,10,3,MotionSense,0.8828125,0.8816897445888868,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,1,0,MotionSense,0.853515625,0.8545023721184796,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,1,1,MotionSense,0.8095703125,0.8048664430860338,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,1,2,MotionSense,0.8291015625,0.8300529790446841,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,1,3,MotionSense,0.77734375,0.766501435515276,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,2,0,MotionSense,0.87890625,0.8807669530568646,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,2,1,MotionSense,0.8828125,0.8822870754426467,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,2,2,MotionSense,0.8583984375,0.8589877904447274,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,2,3,MotionSense,0.87890625,0.8801806141407899,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,5,0,MotionSense,0.87109375,0.8698110081977924,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,5,1,MotionSense,0.9052734375,0.9041868003126936,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,5,2,MotionSense,0.8896484375,0.8892081522976082,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,5,3,MotionSense,0.8046875,0.7777741093926777,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,full,0,MotionSense,0.87890625,0.8782827503417449,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,full,1,MotionSense,0.80078125,0.7755077896395229,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,full,2,MotionSense,0.9013671875,0.9014822313661128,last
lfr,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,full,3,MotionSense,0.771484375,0.7302806572443176,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,0,RealWorld_thigh,0.5847222222222223,0.5621612798119778,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,1,RealWorld_thigh,0.5440972222222222,0.5539586075927813,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,2,RealWorld_thigh,0.5739583333333333,0.5505244895861318,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,3,RealWorld_thigh,0.5552083333333333,0.5189453206776823,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,1,0,RealWorld_thigh,0.4364583333333333,0.4455846396891048,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,1,1,RealWorld_thigh,0.5020833333333333,0.4739422834363182,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,1,2,RealWorld_thigh,0.4003472222222222,0.3888730687360381,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,1,3,RealWorld_thigh,0.4743055555555555,0.4424467897839341,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,2,0,RealWorld_thigh,0.5131944444444444,0.5095468738771952,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,2,1,RealWorld_thigh,0.4954861111111111,0.4885459194467267,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,2,2,RealWorld_thigh,0.4774305555555556,0.4564046384767281,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,2,3,RealWorld_thigh,0.4996527777777778,0.4684026089193536,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,5,0,RealWorld_thigh,0.540625,0.543095093376149,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,5,1,RealWorld_thigh,0.5899305555555555,0.5693418016336825,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,5,2,RealWorld_thigh,0.521875,0.488988246004912,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,5,3,RealWorld_thigh,0.5371527777777778,0.5221256976943353,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,full,0,RealWorld_thigh,0.6180555555555556,0.6282201190488083,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,full,1,RealWorld_thigh,0.6260416666666667,0.6377391966488528,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,full,2,RealWorld_thigh,0.6208333333333333,0.6174559786357291,last
lfr,rnn,device:RealWorld_thigh:10,device:MotionSense:10,full,3,RealWorld_thigh,0.6597222222222222,0.634232668148037,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,10,0,MotionSense,0.6572265625,0.6101789393712631,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,10,1,MotionSense,0.677734375,0.6548188125168375,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,10,2,MotionSense,0.6826171875,0.6320539453717523,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,10,3,MotionSense,0.6767578125,0.6262126020131872,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,1,0,MotionSense,0.609375,0.5813330856056647,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,1,1,MotionSense,0.595703125,0.5613237598893251,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,1,2,MotionSense,0.5556640625,0.5232205144318082,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,1,3,MotionSense,0.533203125,0.4863069769503745,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,2,0,MotionSense,0.6767578125,0.6448710911149137,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,2,1,MotionSense,0.6474609375,0.640505932269927,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,2,2,MotionSense,0.619140625,0.5760697306070649,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,2,3,MotionSense,0.591796875,0.5435575392827018,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,5,0,MotionSense,0.669921875,0.6191513133724179,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,5,1,MotionSense,0.68359375,0.6425195823504755,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,5,2,MotionSense,0.654296875,0.6000722313072722,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,5,3,MotionSense,0.6484375,0.6202595737473905,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,full,0,MotionSense,0.75,0.710166671462869,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,full,1,MotionSense,0.7890625,0.7739126419722037,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,full,2,MotionSense,0.7451171875,0.7306722925629371,last
lfr,rnn,device:MotionSense:10,device:RealWorld_thigh:10,full,3,MotionSense,0.76171875,0.7305668447492102,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,10,0,RealWorld_thigh,0.6690972222222222,0.6727410951406849,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,10,1,RealWorld_thigh,0.6208333333333333,0.6319950684132425,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,10,2,RealWorld_thigh,0.6826388888888889,0.6863364438066258,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,10,3,RealWorld_thigh,0.6267361111111112,0.6355351510056256,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,1,0,RealWorld_thigh,0.5614583333333333,0.5514628829937678,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,1,1,RealWorld_thigh,0.5298611111111111,0.5262821347197152,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,1,2,RealWorld_thigh,0.5701388888888889,0.5664389277022153,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,1,3,RealWorld_thigh,0.5166666666666667,0.5122673514003465,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,2,0,RealWorld_thigh,0.5767361111111111,0.579223192558899,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,2,1,RealWorld_thigh,0.5315972222222223,0.5367474463575554,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,2,2,RealWorld_thigh,0.5892361111111111,0.587710762007471,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,2,3,RealWorld_thigh,0.5430555555555555,0.5543257625454607,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,5,0,RealWorld_thigh,0.6402777777777777,0.6433990112250872,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,5,1,RealWorld_thigh,0.6114583333333333,0.6191619469234867,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,5,2,RealWorld_thigh,0.6447916666666667,0.6495086772032196,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,5,3,RealWorld_thigh,0.6100694444444444,0.6174474046139937,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,full,0,RealWorld_thigh,0.6697916666666667,0.6786333664660047,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,full,1,RealWorld_thigh,0.6954861111111111,0.6999111233769909,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,full,2,RealWorld_thigh,0.7024305555555556,0.7059309804700097,last
lfr,tstcc,device:RealWorld_thigh:10,device:MotionSense:10,full,3,RealWorld_thigh,0.6628472222222223,0.6717078563107761,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,10,0,MotionSense,0.8193359375,0.8185484696920352,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,10,1,MotionSense,0.845703125,0.8448096933454109,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,10,2,MotionSense,0.84765625,0.8494106502398641,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,10,3,MotionSense,0.8515625,0.8519959760333982,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,1,0,MotionSense,0.6689453125,0.6426523008128231,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,1,1,MotionSense,0.6943359375,0.6756760397724614,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,1,2,MotionSense,0.68359375,0.6746466725506363,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,1,3,MotionSense,0.6474609375,0.6370862230164264,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,2,0,MotionSense,0.7626953125,0.7587188564390789,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,2,1,MotionSense,0.7509765625,0.7426598544861075,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,2,2,MotionSense,0.794921875,0.7899861018977621,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,2,3,MotionSense,0.7236328125,0.7147245219098117,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,5,0,MotionSense,0.791015625,0.7842189150003009,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,5,1,MotionSense,0.7939453125,0.7915140048445185,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,5,2,MotionSense,0.830078125,0.8305259054764602,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,5,3,MotionSense,0.8125,0.8090806209814705,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,full,0,MotionSense,0.8603515625,0.8609605052839607,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,full,1,MotionSense,0.8857421875,0.8868114160770623,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,full,2,MotionSense,0.8916015625,0.8932189171655148,last
lfr,tstcc,device:MotionSense:10,device:RealWorld_thigh:10,full,3,MotionSense,0.8857421875,0.886258133685442,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,10,0,RealWorld_thigh,0.7125,0.7170256722427312,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,10,1,RealWorld_thigh,0.6329861111111111,0.6424692604385916,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,10,2,RealWorld_thigh,0.753125,0.7530725369830584,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,10,3,RealWorld_thigh,0.6451388888888889,0.6517312068144258,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,1,0,RealWorld_thigh,0.6607638888888889,0.6617905430220482,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,1,1,RealWorld_thigh,0.4857638888888889,0.480398525194714,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,1,2,RealWorld_thigh,0.6149305555555555,0.6211949629179198,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,1,3,RealWorld_thigh,0.5170138888888889,0.504483126541676,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,2,0,RealWorld_thigh,0.7,0.6987418280980648,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,2,1,RealWorld_thigh,0.5736111111111111,0.5787567180938363,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,2,2,RealWorld_thigh,0.7118055555555556,0.7105857321082204,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,2,3,RealWorld_thigh,0.5361111111111111,0.5438288127821429,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,5,0,RealWorld_thigh,0.6645833333333333,0.6741949690100283,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,5,1,RealWorld_thigh,0.6184027777777777,0.622929852904929,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,5,2,RealWorld_thigh,0.7260416666666667,0.7252192365984488,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,5,3,RealWorld_thigh,0.6208333333333333,0.6281505541161839,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,full,0,RealWorld_thigh,0.6819444444444445,0.6838380031333892,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,full,1,RealWorld_thigh,0.6302083333333334,0.6203803225110034,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,full,2,RealWorld_thigh,0.7072916666666667,0.7054030657511404,last
tfc,cnnpff,device:RealWorld_thigh:10,device:MotionSense:10,full,3,RealWorld_thigh,0.6628472222222223,0.6641789730561981,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,10,0,MotionSense,0.859375,0.8588731926283136,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,10,1,MotionSense,0.8720703125,0.8733775954868631,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,10,2,MotionSense,0.8525390625,0.851175797454335,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,10,3,MotionSense,0.8193359375,0.8215551590519286,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,1,0,MotionSense,0.771484375,0.7733771288241572,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,1,1,MotionSense,0.7060546875,0.7037166093573232,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,1,2,MotionSense,0.7255859375,0.7202968210553959,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,1,3,MotionSense,0.74609375,0.7489300256153157,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,2,0,MotionSense,0.81640625,0.8193438778790277,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,2,1,MotionSense,0.83984375,0.840118828718475,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,2,2,MotionSense,0.818359375,0.8178273445225358,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,2,3,MotionSense,0.7646484375,0.7674964898839022,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,5,0,MotionSense,0.8369140625,0.8367308239705555,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,5,1,MotionSense,0.8583984375,0.8577339199766861,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,5,2,MotionSense,0.8359375,0.8340916065481832,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,5,3,MotionSense,0.7841796875,0.7867777329869635,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,full,0,MotionSense,0.908203125,0.9057537778181876,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,full,1,MotionSense,0.8759765625,0.8742944201727102,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,full,2,MotionSense,0.9169921875,0.918136793660126,last
tfc,cnnpff,device:MotionSense:10,device:RealWorld_thigh:10,full,3,MotionSense,0.853515625,0.8516858422658262,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,10,0,RealWorld_thigh,0.5125,0.485693633325351,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,10,1,RealWorld_thigh,0.5760416666666667,0.5648231698724745,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,10,2,RealWorld_thigh,0.6142361111111111,0.5951634957810508,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,10,3,RealWorld_thigh,0.5878472222222222,0.5824959909329539,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,1,0,RealWorld_thigh,0.6315972222222223,0.6225905148748898,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,1,1,RealWorld_thigh,0.6329861111111111,0.6324961260960006,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,1,2,RealWorld_thigh,0.6784722222222223,0.654434248218839,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,1,3,RealWorld_thigh,0.3288194444444444,0.3259360628816652,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,2,0,RealWorld_thigh,0.5913194444444444,0.5831504045999266,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,2,1,RealWorld_thigh,0.5027777777777778,0.4878514684466326,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,2,2,RealWorld_thigh,0.6354166666666666,0.6054081070764764,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,2,3,RealWorld_thigh,0.3486111111111111,0.3347209491369575,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,5,0,RealWorld_thigh,0.5621527777777777,0.518023330798533,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,5,1,RealWorld_thigh,0.5510416666666667,0.5361340446597783,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,5,2,RealWorld_thigh,0.6736111111111112,0.6629810509019636,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,5,3,RealWorld_thigh,0.5767361111111111,0.5625232174342353,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,full,0,RealWorld_thigh,0.6534722222222222,0.6104763806763237,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,full,1,RealWorld_thigh,0.5288194444444444,0.4925844776467185,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,full,2,RealWorld_thigh,0.7118055555555556,0.6850480810884908,last
tfc,resnetse5,device:RealWorld_thigh:10,device:MotionSense:10,full,3,RealWorld_thigh,0.5760416666666667,0.528846973317709,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,10,0,MotionSense,0.78125,0.767860108525256,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,10,1,MotionSense,0.876953125,0.8744742391207709,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,10,2,MotionSense,0.837890625,0.8347006029986268,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,10,3,MotionSense,0.7314453125,0.7074049133000834,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,1,0,MotionSense,0.7646484375,0.7631928358150014,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,1,1,MotionSense,0.720703125,0.6772016460166559,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,1,2,MotionSense,0.744140625,0.7424486204037738,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,1,3,MotionSense,0.7412109375,0.74147878775761,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,2,0,MotionSense,0.646484375,0.6478740902913941,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,2,1,MotionSense,0.7490234375,0.7227600092535869,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,2,2,MotionSense,0.7314453125,0.7220661453302637,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,2,3,MotionSense,0.669921875,0.6274331093588984,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,5,0,MotionSense,0.8154296875,0.8115256852124465,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,5,1,MotionSense,0.826171875,0.8223175366648618,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,5,2,MotionSense,0.8515625,0.8490808492650865,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,5,3,MotionSense,0.8115234375,0.8082483510339724,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,full,0,MotionSense,0.7646484375,0.7314160568127509,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,full,1,MotionSense,0.7626953125,0.719739304273907,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,full,2,MotionSense,0.8837890625,0.8796432199202817,last
tfc,resnetse5,device:MotionSense:10,device:RealWorld_thigh:10,full,3,MotionSense,0.8896484375,0.887137413438804,last
tfc,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,0,RealWorld_thigh,0.7350694444444444,0.7367827684493559,last
tfc,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,1,RealWorld_thigh,0.7034722222222223,0.7059322222232242,last
tfc,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,2,RealWorld_thigh,0.6798611111111111,0.6764499584295129,last
tfc,rnn,device:RealWorld_thigh:10,device:MotionSense:10,10,3,RealWorld_thigh,0.7583333333333333,0.7588609390638471,last
