method,encoder,spec,pretrain_spec,n_shots,seed,target,test_acc,test_f1_macro,protocol
none,cnnpff,device:RealWorld_thigh:10,-,10,3,RealWorld_thigh,0.7222222222222222,0.7235309259739129,val
none,cnnpff,device:RealWorld_thigh:10,-,1,0,RealWorld_thigh,0.5572916666666666,0.5609521942868619,val
none,cnnpff,device:RealWorld_thigh:10,-,1,1,RealWorld_thigh,0.5590277777777778,0.5492091719485478,val
none,cnnpff,device:RealWorld_thigh:10,-,1,2,RealWorld_thigh,0.5809027777777778,0.5803397537651661,val
none,cnnpff,device:RealWorld_thigh:10,-,1,3,RealWorld_thigh,0.5347222222222222,0.5359576955124078,val
none,cnnpff,device:RealWorld_thigh:10,-,2,0,RealWorld_thigh,0.5777777777777777,0.584688870939087,val
none,cnnpff,device:RealWorld_thigh:10,-,2,1,RealWorld_thigh,0.6013888888888889,0.5987395869652045,val
none,cnnpff,device:RealWorld_thigh:10,-,2,2,RealWorld_thigh,0.6388888888888888,0.6402812878003084,val
none,cnnpff,device:RealWorld_thigh:10,-,2,3,RealWorld_thigh,0.6225694444444444,0.6210843682720554,val
none,cnnpff,device:RealWorld_thigh:10,-,5,0,RealWorld_thigh,0.65,0.6537970797997045,val
none,cnnpff,device:RealWorld_thigh:10,-,5,1,RealWorld_thigh,0.6711805555555556,0.669054315368128,val
none,cnnpff,device:RealWorld_thigh:10,-,5,2,RealWorld_thigh,0.7010416666666667,0.7043313021329632,val
none,cnnpff,device:RealWorld_thigh:10,-,5,3,RealWorld_thigh,0.6934027777777778,0.6942948774761457,val
none,resnetse5,device:MotionSense:10,-,10,0,MotionSense,0.85546875,0.8539596021714142,val
none,resnetse5,device:MotionSense:10,-,10,1,MotionSense,0.83984375,0.8401832447913223,val
none,resnetse5,device:MotionSense:10,-,10,2,MotionSense,0.9306640625,0.9309569622718986,val
none,resnetse5,device:MotionSense:10,-,10,3,MotionSense,0.84765625,0.8462933897543499,val
none,resnetse5,device:MotionSense:10,-,1,0,MotionSense,0.8232421875,0.8205971048712165,val
none,resnetse5,device:MotionSense:10,-,1,1,MotionSense,0.806640625,0.7987436047434863,val
none,resnetse5,device:MotionSense:10,-,1,2,MotionSense,0.8212890625,0.8208139046782001,val
none,resnetse5,device:MotionSense:10,-,1,3,MotionSense,0.8203125,0.8203884130727062,val
none,resnetse5,device:MotionSense:10,-,2,0,MotionSense,0.8359375,0.8332594902666498,val
none,resnetse5,device:MotionSense:10,-,2,1,MotionSense,0.83984375,0.8372890194930402,val
none,resnetse5,device:MotionSense:10,-,2,2,MotionSense,0.892578125,0.891650081845084,val
none,resnetse5,device:MotionSense:10,-,2,3,MotionSense,0.8388671875,0.8373585621567994,val
none,resnetse5,device:MotionSense:10,-,5,0,MotionSense,0.8740234375,0.8714163210625884,val
none,resnetse5,device:MotionSense:10,-,5,1,MotionSense,0.8642578125,0.8634298011754638,val
none,resnetse5,device:MotionSense:10,-,5,2,MotionSense,0.869140625,0.8713498718427686,val
none,resnetse5,device:MotionSense:10,-,5,3,MotionSense,0.8779296875,0.8774584849191371,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,10,0,RealWorld_thigh,0.6315972222222223,0.6378136292440916,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,10,0,MotionSense,0.82421875,0.8248303024755619,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,10,1,RealWorld_thigh,0.7458333333333333,0.7481076603386687,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,10,1,MotionSense,0.8330078125,0.8344288794174793,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,10,2,RealWorld_thigh,0.7131944444444445,0.7168863926241174,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,10,2,MotionSense,0.8330078125,0.8351829968877805,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,10,3,RealWorld_thigh,0.7232638888888889,0.7264847389543899,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,10,3,MotionSense,0.8134765625,0.8068033022962605,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,1,0,RealWorld_thigh,0.575,0.5821499508858522,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,1,0,MotionSense,0.8154296875,0.8134795717996458,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,1,1,RealWorld_thigh,0.6663194444444445,0.6641622118233862,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,1,1,MotionSense,0.818359375,0.8146236368131192,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,1,2,RealWorld_thigh,0.6260416666666667,0.6312061814167907,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,1,2,MotionSense,0.7724609375,0.757944388971907,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,1,3,RealWorld_thigh,0.6270833333333333,0.6293599606769416,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,1,3,MotionSense,0.7646484375,0.7448615523731562,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,2,0,RealWorld_thigh,0.5673611111111111,0.5743516246876309,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,2,0,MotionSense,0.7939453125,0.7937307981492419,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,2,1,RealWorld_thigh,0.7083333333333334,0.7131145170468263,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,2,1,MotionSense,0.8203125,0.8207535242812684,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,2,2,RealWorld_thigh,0.6993055555555555,0.7029733071792356,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,2,2,MotionSense,0.82421875,0.8199053880580612,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,2,3,RealWorld_thigh,0.6881944444444444,0.6928583249533172,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,2,3,MotionSense,0.802734375,0.8030779636879091,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,5,0,RealWorld_thigh,0.5600694444444444,0.5634393059955564,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,5,0,MotionSense,0.7939453125,0.7938594856139242,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,5,1,RealWorld_thigh,0.7232638888888889,0.7274928416869434,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,5,1,MotionSense,0.833984375,0.8344075998842424,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,5,2,RealWorld_thigh,0.7013888888888888,0.7073513000650626,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,5,2,MotionSense,0.8271484375,0.8275966353208087,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,5,3,RealWorld_thigh,0.7104166666666667,0.7112185246961632,val
none,resnetse5,device:RealWorld_thigh+MotionSense:10+10,-,5,3,MotionSense,0.8037109375,0.8026692377817567,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,10,0,RealWorld_thigh,0.6357638888888889,0.6433645738852695,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,10,0,MotionSense,0.8017578125,0.7890550491742144,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,10,1,RealWorld_thigh,0.6736111111111112,0.6805727135857916,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,10,1,MotionSense,0.8232421875,0.821534903655289,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,10,2,RealWorld_thigh,0.6152777777777778,0.6208261663407421,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,10,2,MotionSense,0.78125,0.7806065125250662,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,10,3,RealWorld_thigh,0.6284722222222222,0.6351390158301095,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,10,3,MotionSense,0.7685546875,0.765931175030059,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,1,0,RealWorld_thigh,0.6024305555555556,0.5941891181161278,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,1,0,MotionSense,0.6513671875,0.612788761352176,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,1,1,RealWorld_thigh,0.6663194444444445,0.6598560205299645,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,1,1,MotionSense,0.798828125,0.7917069776928919,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,1,2,RealWorld_thigh,0.6197916666666666,0.6074468138604384,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,1,2,MotionSense,0.71875,0.7164437122442132,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,1,3,RealWorld_thigh,0.53125,0.5333772034752896,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,1,3,MotionSense,0.697265625,0.6834184987075371,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,2,0,RealWorld_thigh,0.6145833333333334,0.6198540974267762,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,2,0,MotionSense,0.69921875,0.6793117268709224,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,2,1,RealWorld_thigh,0.6947916666666667,0.6944625623610619,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,2,1,MotionSense,0.779296875,0.7771856639569649,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,2,2,RealWorld_thigh,0.5704861111111111,0.5753788556867839,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,2,2,MotionSense,0.7529296875,0.7503945830672459,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,2,3,RealWorld_thigh,0.6475694444444444,0.6442073399849676,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,2,3,MotionSense,0.755859375,0.7485170004133302,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,5,0,RealWorld_thigh,0.6475694444444444,0.6539074606884135,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,5,0,MotionSense,0.7392578125,0.7214407436545193,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,5,1,RealWorld_thigh,0.6833333333333333,0.6780229769619445,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,5,1,MotionSense,0.791015625,0.7856167400318764,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,5,2,RealWorld_thigh,0.5927083333333333,0.5983182605462237,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,5,2,MotionSense,0.7724609375,0.7683894945932349,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,5,3,RealWorld_thigh,0.6013888888888889,0.6054187619647597,val
none,resnetse5,device:RealWorld_thigh+MotionSense:5+5,-,5,3,MotionSense,0.7431640625,0.7387337349727731,val
none,resnetse5,device:RealWorld_thigh:10,-,10,0,RealWorld_thigh,0.6548611111111111,0.6348760498197931,val
none,resnetse5,device:RealWorld_thigh:10,-,10,1,RealWorld_thigh,0.7597222222222222,0.761449225621449,val
none,resnetse5,device:RealWorld_thigh:10,-,10,2,RealWorld_thigh,0.621875,0.5860379341096256,val
none,resnetse5,device:RealWorld_thigh:10,-,10,3,RealWorld_thigh,0.6677083333333333,0.6598307918462342,val
none,resnetse5,device:RealWorld_thigh:10,-,1,0,RealWorld_thigh,0.6319444444444444,0.6327418710612972,val
none,resnetse5,device:RealWorld_thigh:10,-,1,1,RealWorld_thigh,0.6253472222222223,0.5723007997360571,val
none,resnetse5,device:RealWorld_thigh:10,-,1,2,RealWorld_thigh,0.5857638888888889,0.5363877548012651,val
none,resnetse5,device:RealWorld_thigh:10,-,1,3,RealWorld_thigh,0.6861111111111111,0.6870504945503374,val
none,resnetse5,device:RealWorld_thigh:10,-,2,0,RealWorld_thigh,0.5854166666666667,0.5938267924113443,val
none,resnetse5,device:RealWorld_thigh:10,-,2,1,RealWorld_thigh,0.7826388888888889,0.7826988441870874,val
none,resnetse5,device:RealWorld_thigh:10,-,2,2,RealWorld_thigh,0.6166666666666667,0.5683967965327587,val
none,resnetse5,device:RealWorld_thigh:10,-,2,3,RealWorld_thigh,0.6895833333333333,0.6806251445708993,val
none,resnetse5,device:RealWorld_thigh:10,-,5,0,RealWorld_thigh,0.6413194444444444,0.6258259820456479,val
none,resnetse5,device:RealWorld_thigh:10,-,5,1,RealWorld_thigh,0.7434027777777777,0.7382596294453646,val
none,resnetse5,device:RealWorld_thigh:10,-,5,2,RealWorld_thigh,0.6229166666666667,0.5745780626789361,val
none,resnetse5,device:RealWorld_thigh:10,-,5,3,RealWorld_thigh,0.6225694444444444,0.5762294999018175,val
none,rnn,device:MotionSense:10,-,10,0,MotionSense,0.640625,0.6209533624821676,val
none,rnn,device:MotionSense:10,-,10,1,MotionSense,0.6484375,0.6369837617551718,val
none,rnn,device:MotionSense:10,-,10,2,MotionSense,0.6416015625,0.6234398044921486,val
none,rnn,device:MotionSense:10,-,10,3,MotionSense,0.6298828125,0.6216269102015108,val
none,rnn,device:MotionSense:10,-,1,0,MotionSense,0.48046875,0.4247622249861697,val
none,rnn,device:MotionSense:10,-,1,1,MotionSense,0.5283203125,0.5119569527233981,val
none,rnn,device:MotionSense:10,-,1,2,MotionSense,0.4423828125,0.4180329355722368,val
none,rnn,device:MotionSense:10,-,1,3,MotionSense,0.4716796875,0.4404679944954424,val
none,rnn,device:MotionSense:10,-,2,0,MotionSense,0.578125,0.5371807151899716,val
none,rnn,device:MotionSense:10,-,2,1,MotionSense,0.6064453125,0.594154227538612,val
none,rnn,device:MotionSense:10,-,2,2,MotionSense,0.58984375,0.5846333692026057,val
none,rnn,device:MotionSense:10,-,2,3,MotionSense,0.4775390625,0.4313208613315127,val
none,rnn,device:MotionSense:10,-,5,0,MotionSense,0.6591796875,0.6489779610264658,val
none,rnn,device:MotionSense:10,-,5,1,MotionSense,0.6474609375,0.6365360976371625,val
none,rnn,device:MotionSense:10,-,5,2,MotionSense,0.638671875,0.6354976857371184,val
none,rnn,device:MotionSense:10,-,5,3,MotionSense,0.591796875,0.583682613455325,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,10,0,RealWorld_thigh,0.4614583333333333,0.4524475255663389,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,10,0,MotionSense,0.57421875,0.5334869198015405,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,10,1,RealWorld_thigh,0.5048611111111111,0.4980702403376691,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,10,1,MotionSense,0.6025390625,0.5795398672438683,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,10,2,RealWorld_thigh,0.5270833333333333,0.5121595940130941,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,10,2,MotionSense,0.60546875,0.5824182581341636,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,10,3,RealWorld_thigh,0.5020833333333333,0.5052950254516977,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,10,3,MotionSense,0.634765625,0.6055247323204606,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,1,0,RealWorld_thigh,0.4444444444444444,0.4150187951977704,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,1,0,MotionSense,0.5302734375,0.4966600844513534,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,1,1,RealWorld_thigh,0.4583333333333333,0.4454185207848634,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,1,1,MotionSense,0.546875,0.5154105717058465,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,1,2,RealWorld_thigh,0.425,0.4047565655316683,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,1,2,MotionSense,0.4384765625,0.4067535399771272,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,1,3,RealWorld_thigh,0.4184027777777778,0.408361638040511,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,1,3,MotionSense,0.517578125,0.4970324517334543,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,2,0,RealWorld_thigh,0.4590277777777777,0.4567146311070829,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,2,0,MotionSense,0.599609375,0.5723668608563314,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,2,1,RealWorld_thigh,0.4944444444444444,0.4823970326131354,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,2,1,MotionSense,0.5908203125,0.5568718363924238,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,2,2,RealWorld_thigh,0.5038194444444445,0.4926294802111464,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,2,2,MotionSense,0.5478515625,0.5100653704289299,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,2,3,RealWorld_thigh,0.4538194444444444,0.4322810291745027,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,2,3,MotionSense,0.5205078125,0.4846247340121362,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,5,0,RealWorld_thigh,0.4836805555555555,0.4824109868327215,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,5,0,MotionSense,0.5908203125,0.5520237365780711,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,5,1,RealWorld_thigh,0.4965277777777778,0.4803891461933676,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,5,1,MotionSense,0.59765625,0.564670140885575,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,5,2,RealWorld_thigh,0.4666666666666667,0.4186557226572924,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,5,2,MotionSense,0.5087890625,0.4491655576243993,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,5,3,RealWorld_thigh,0.4923611111111111,0.4947905330010281,val
none,rnn,device:RealWorld_thigh+MotionSense:10+10,-,5,3,MotionSense,0.6318359375,0.6059201844944768,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,10,0,RealWorld_thigh,0.5020833333333333,0.5007400221030993,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,10,0,MotionSense,0.5830078125,0.5510353424726776,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,10,1,RealWorld_thigh,0.5201388888888889,0.5241031219037534,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,10,1,MotionSense,0.6181640625,0.5957695199343394,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,10,2,RealWorld_thigh,0.5180555555555556,0.4992118522069617,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,10,2,MotionSense,0.556640625,0.5229099598020559,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,10,3,RealWorld_thigh,0.5340277777777778,0.5104599716715481,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,10,3,MotionSense,0.5791015625,0.5413106992433829,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,1,0,RealWorld_thigh,0.3961805555555555,0.3636400843881482,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,1,0,MotionSense,0.4873046875,0.4538488513811962,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,1,1,RealWorld_thigh,0.4010416666666667,0.366411098473453,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,1,1,MotionSense,0.4560546875,0.4242992569601882,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,1,2,RealWorld_thigh,0.4142361111111111,0.4114348400896361,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,1,2,MotionSense,0.4931640625,0.4716318712893325,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,1,3,RealWorld_thigh,0.3767361111111111,0.3564077810166788,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,1,3,MotionSense,0.3935546875,0.3851528397541015,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,2,0,RealWorld_thigh,0.4875,0.4649011659373092,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,2,0,MotionSense,0.5712890625,0.5517751597840541,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,2,1,RealWorld_thigh,0.4520833333333333,0.4292666713412978,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,2,1,MotionSense,0.5458984375,0.51142119674429,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,2,2,RealWorld_thigh,0.4618055555555556,0.4422824366847246,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,2,2,MotionSense,0.5341796875,0.5059755855762353,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,2,3,RealWorld_thigh,0.4944444444444444,0.474005634827376,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,2,3,MotionSense,0.5205078125,0.5125414432411453,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,5,0,RealWorld_thigh,0.4784722222222222,0.4729592179244646,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,5,0,MotionSense,0.578125,0.5526458185328244,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,5,1,RealWorld_thigh,0.5048611111111111,0.5050368056818336,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,5,1,MotionSense,0.5869140625,0.5532247613912381,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,5,2,RealWorld_thigh,0.4913194444444444,0.4769959528196881,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,5,2,MotionSense,0.548828125,0.5191819079496345,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,5,3,RealWorld_thigh,0.5256944444444445,0.5028578716324044,val
none,rnn,device:RealWorld_thigh+MotionSense:5+5,-,5,3,MotionSense,0.5751953125,0.5455974727092092,val
none,rnn,device:RealWorld_thigh:10,-,10,0,RealWorld_thigh,0.5145833333333333,0.5006366374482062,val
none,rnn,device:RealWorld_thigh:10,-,10,1,RealWorld_thigh,0.5559027777777777,0.5442713906870033,val
none,rnn,device:RealWorld_thigh:10,-,10,2,RealWorld_thigh,0.5604166666666667,0.5461122439086159,val
none,rnn,device:RealWorld_thigh:10,-,10,3,RealWorld_thigh,0.5395833333333333,0.5245575374420207,val
none,rnn,device:RealWorld_thigh:10,-,1,0,RealWorld_thigh,0.4006944444444444,0.3818677495177838,val
none,rnn,device:RealWorld_thigh:10,-,1,1,RealWorld_thigh,0.4211805555555555,0.3901665360275373,val
none,rnn,device:RealWorld_thigh:10,-,1,2,RealWorld_thigh,0.4256944444444444,0.3982095541828549,val
none,rnn,device:RealWorld_thigh:10,-,1,3,RealWorld_thigh,0.3902777777777778,0.3668089880864846,val
none,rnn,device:RealWorld_thigh:10,-,2,0,RealWorld_thigh,0.4402777777777777,0.424987298030735,val
none,rnn,device:RealWorld_thigh:10,-,2,1,RealWorld_thigh,0.4472222222222222,0.4251933005884825,val
none,rnn,device:RealWorld_thigh:10,-,2,2,RealWorld_thigh,0.4579861111111111,0.4337577462398505,val
none,rnn,device:RealWorld_thigh:10,-,2,3,RealWorld_thigh,0.4552083333333333,0.4445211967542031,val
none,rnn,device:RealWorld_thigh:10,-,5,0,RealWorld_thigh,0.5163194444444444,0.509643765651114,val
none,rnn,device:RealWorld_thigh:10,-,5,1,RealWorld_thigh,0.5291666666666667,0.5086931402113889,val
none,rnn,device:RealWorld_thigh:10,-,5,2,RealWorld_thigh,0.4829861111111111,0.4577776317322015,val
none,rnn,device:RealWorld_thigh:10,-,5,3,RealWorld_thigh,0.5260416666666666,0.5177289811968244,val
none,tstcc,device:MotionSense:10,-,10,0,MotionSense,0.69140625,0.6549624088950513,val
none,tstcc,device:MotionSense:10,-,10,1,MotionSense,0.83984375,0.8341105443954442,val
none,tstcc,device:MotionSense:10,-,10,2,MotionSense,0.833984375,0.8294645687595713,val
none,tstcc,device:MotionSense:10,-,10,3,MotionSense,0.80078125,0.7873312428423019,val
none,tstcc,device:MotionSense:10,-,1,0,MotionSense,0.66796875,0.6276738268859231,val
none,tstcc,device:MotionSense:10,-,1,1,MotionSense,0.6669921875,0.6159572583160825,val
none,tstcc,device:MotionSense:10,-,1,2,MotionSense,0.607421875,0.5659775929345842,val
none,tstcc,device:MotionSense:10,-,1,3,MotionSense,0.7158203125,0.7076878507253127,val
none,tstcc,device:MotionSense:10,-,2,0,MotionSense,0.666015625,0.6336071352389329,val
none,tstcc,device:MotionSense:10,-,2,1,MotionSense,0.7763671875,0.7531466550377056,val
none,tstcc,device:MotionSense:10,-,2,2,MotionSense,0.77734375,0.7493036850745862,val
none,tstcc,device:MotionSense:10,-,2,3,MotionSense,0.8017578125,0.8031236227799052,val
none,tstcc,device:MotionSense:10,-,5,0,MotionSense,0.7099609375,0.679915305572841,val
none,tstcc,device:MotionSense:10,-,5,1,MotionSense,0.81640625,0.8061314860293254,val
none,tstcc,device:MotionSense:10,-,5,2,MotionSense,0.8330078125,0.8264950240808626,val
none,tstcc,device:MotionSense:10,-,5,3,MotionSense,0.759765625,0.7275457560360366,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,10,0,RealWorld_thigh,0.621875,0.6071169153950836,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,10,0,MotionSense,0.7802734375,0.7586453126157653,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,10,1,RealWorld_thigh,0.6694444444444444,0.6602122794418969,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,10,1,MotionSense,0.806640625,0.7884237461046535,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,10,2,RealWorld_thigh,0.68125,0.6731127689437343,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,10,2,MotionSense,0.8154296875,0.8016948816579758,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,10,3,RealWorld_thigh,0.6253472222222223,0.6124031628251504,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,10,3,MotionSense,0.8095703125,0.7936413635777338,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,1,0,RealWorld_thigh,0.51875,0.4993537880268987,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,1,0,MotionSense,0.66015625,0.6186241173651373,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,1,1,RealWorld_thigh,0.5284722222222222,0.5059003154122483,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,1,1,MotionSense,0.6435546875,0.5914928929845326,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,1,2,RealWorld_thigh,0.5628472222222223,0.5639948431354095,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,1,2,MotionSense,0.72265625,0.711246624078956,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,1,3,RealWorld_thigh,0.5152777777777777,0.5008909700845007,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,1,3,MotionSense,0.6748046875,0.6417376395871363,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,2,0,RealWorld_thigh,0.5552083333333333,0.5355930252552398,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,2,0,MotionSense,0.724609375,0.691400274377023,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,2,1,RealWorld_thigh,0.5878472222222222,0.5756275235481659,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,2,1,MotionSense,0.7470703125,0.7215691797366653,val
none,tstcc,device:RealWorld_thigh+MotionSense:10+10,-,2,2,RealWorld_thigh,0.6097222222222223,0.5949603276425819,val
