encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec,lr,val_loss
tstcc,device:UCI:21,natural,1,5,1,UCI,0.6734375,0.563043221539915,0.65,0.5277033640418525,266.88963317871094,266.88963317871094,none,full,0,,0.0003,1.0061933636665343
tstcc,device:UCI:21,natural,1,5,2,UCI,0.7609375,0.6665544313890498,0.796875,0.6978007617308623,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.7526660561561584
tstcc,device:UCI:21,natural,1,5,3,UCI,0.8140625,0.7077579244390011,0.8125,0.7126143349706611,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.4841163843870163
tstcc,device:UCI:21,natural,1,5,4,UCI,0.825,0.7244439433056443,0.821875,0.7300883797349511,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.35504707470536234
tstcc,device:UCI:21,natural,1,5,5,UCI,0.8296875,0.7286117952482863,0.815625,0.7184679236050401,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.31339446902275087
tstcc,device:UCI:21,natural,1,5,6,UCI,0.834375,0.7569650286569745,0.834375,0.7645845584597664,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2944592287763953
tstcc,device:UCI:21,natural,1,5,7,UCI,0.834375,0.7404972339559264,0.834375,0.754676058404872,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2830769416876137
tstcc,device:UCI:21,natural,1,5,8,UCI,0.840625,0.758993453327147,0.840625,0.7661865500870931,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2758615413680673
tstcc,device:UCI:21,natural,1,5,9,UCI,0.846875,0.7478503661383608,0.8375,0.7462531267852487,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2590284851146862
tstcc,device:UCI:21,natural,1,5,10,UCI,0.846875,0.7478414580588494,0.834375,0.7377627834882757,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.25795439364155753
tstcc,device:UCI:21,natural,1,5,11,UCI,0.8359375,0.7419042231335619,0.834375,0.7485708444957944,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2939163456263486
tstcc,device:UCI:21,natural,1,5,12,UCI,0.8453125,0.7506783670405961,0.8375,0.7527514141824125,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2610867893468821
tstcc,device:UCI:21,natural,1,5,13,UCI,0.8453125,0.7575263971156323,0.8375,0.7587267642588863,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.27330385966197357
tstcc,device:UCI:21,natural,1,5,14,UCI,0.8421875,0.7725462590506839,0.840625,0.784664509148727,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.27677208860841346
tstcc,device:UCI:21,natural,1,5,15,UCI,0.8484375,0.7560093415356574,0.840625,0.7605673248282605,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2616529819155403
tstcc,device:UCI:21,natural,1,5,16,UCI,0.8484375,0.7758362740792708,0.840625,0.7777402085094393,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.25334380973436055
tstcc,device:UCI:21,natural,1,5,17,UCI,0.8390625,0.7507553602837056,0.840625,0.7594618129944807,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2967143173625118
tstcc,device:UCI:21,natural,1,5,18,UCI,0.8375,0.7738207374954362,0.8375,0.7866558904308338,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.26361375085180044
tstcc,device:UCI:21,natural,1,5,19,UCI,0.840625,0.7714265828638298,0.840625,0.7890242312184106,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.26322690413926464
tstcc,device:UCI:21,natural,1,5,20,UCI,0.8421875,0.7673779615504012,0.840625,0.7853025491333467,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.26548309972768036
tstcc,device:UCI:21,natural,1,5,21,UCI,0.8453125,0.7757934627806802,0.84375,0.7913960683935627,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2557452726408883
tstcc,device:UCI:21,natural,1,5,22,UCI,0.8359375,0.7721982333554565,0.834375,0.7837136005754106,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.27439884762216027
tstcc,device:UCI:21,natural,1,5,23,UCI,0.840625,0.7804893194237457,0.83125,0.7813474152128705,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.27595743808597034
tstcc,device:UCI:21,natural,1,5,24,UCI,0.840625,0.7710880301236033,0.84375,0.7908305038927465,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2845691399863199
tstcc,device:UCI:21,natural,1,5,25,UCI,0.846875,0.7790312251850713,0.84375,0.7913960683935627,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.26533209621757126
tstcc,device:UCI:21,natural,1,5,26,UCI,0.84375,0.7761187867463171,0.84375,0.7908305038927465,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2805353880418181
tstcc,device:UCI:21,natural,1,5,27,UCI,0.8390625,0.7743867241904825,0.8375,0.7860819413629873,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2907706034127955
tstcc,device:UCI:21,natural,1,5,28,UCI,0.8453125,0.8173315092303433,0.815625,0.7909312135235278,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2840733899212296
tstcc,device:UCI:21,natural,1,5,29,UCI,0.84375,0.7831487349192201,0.846875,0.8006565481018036,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.27560581232651205
tstcc,device:UCI:21,natural,1,5,30,UCI,0.8453125,0.7866694053949946,0.84375,0.7949069796101705,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.27091797132746365
tstcc,device:UCI:21,natural,1,5,31,UCI,0.8453125,0.7882248049476903,0.846875,0.8006565481018036,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.28306499124744844
tstcc,device:UCI:21,natural,1,5,32,UCI,0.846875,0.7808109906288043,0.85625,0.8081848517495102,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.27528962096127996
tstcc,device:UCI:21,natural,1,5,33,UCI,0.8484375,0.789118567291134,0.85,0.8031580687895072,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.278572264328038
tstcc,device:UCI:21,natural,1,5,34,UCI,0.8546875,0.7940556153281998,0.85625,0.8081848517495102,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2748277302493392
tstcc,device:UCI:21,natural,1,5,35,UCI,0.8453125,0.7855241862223844,0.853125,0.8056669858812514,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.29239562893053017
tstcc,device:UCI:21,natural,1,5,36,UCI,0.8453125,0.7936561088955907,0.85,0.806279205139035,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.283146711349022
tstcc,device:UCI:21,natural,1,5,37,UCI,0.840625,0.781360297401253,0.85,0.802724696025828,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2982813872513351
tstcc,device:UCI:21,natural,1,5,38,UCI,0.85625,0.7955100568062959,0.85625,0.8081848517495102,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.26816340722127735
tstcc,device:UCI:21,natural,1,5,39,UCI,0.8453125,0.7831274172583734,0.85625,0.8081848517495102,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.29309204988676346
tstcc,device:UCI:21,natural,1,5,40,UCI,0.84375,0.7840611210291817,0.859375,0.8107132829778155,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2957676014932075
tstcc,device:UCI:21,natural,1,5,41,UCI,0.8453125,0.7853008228964067,0.85625,0.8081848517495102,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.295112190437794
tstcc,device:UCI:21,natural,1,5,42,UCI,0.85625,0.7994239389863994,0.859375,0.8139883632126719,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.28447373880917404
tstcc,device:UCI:21,natural,1,5,43,UCI,0.853125,0.7926000272947544,0.8625,0.8132539662082037,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2922449233426959
tstcc,device:UCI:21,natural,1,5,44,UCI,0.853125,0.7906606098076152,0.865625,0.8191835275926385,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2821075238279035
tstcc,device:UCI:21,natural,1,5,45,UCI,0.853125,0.7946869598118887,0.859375,0.8139883632126719,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2857773240622463
tstcc,device:UCI:21,natural,1,5,46,UCI,0.8484375,0.7860518183610983,0.86875,0.8218030219428882,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.29227377287093076
tstcc,device:UCI:21,natural,1,5,47,UCI,0.84375,0.7793334927300373,0.86875,0.8183792242860182,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.3064340319193434
tstcc,device:UCI:21,natural,1,5,48,UCI,0.85625,0.797212860564304,0.86875,0.8218030219428882,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.290330680458851
tstcc,device:UCI:21,natural,1,5,49,UCI,0.8578125,0.7986684485977494,0.865625,0.8191835275926385,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2823522709309799
tstcc,device:UCI:21,natural,1,5,50,UCI,0.8484375,0.79011196707073,0.8625,0.8132539662082037,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2919397521752785
tstcc,device:UCI:21,natural,1,5,51,UCI,0.8484375,0.7899136561659563,0.86875,0.8218030219428882,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.30653340299213594
tstcc,device:UCI:21,natural,1,5,52,UCI,0.859375,0.8094243144291579,0.86875,0.8306340297388075,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2808959800750003
tstcc,device:UCI:21,natural,1,5,53,UCI,0.85,0.7894689705310922,0.865625,0.81580866450392,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2908581476646077
tstcc,device:UCI:21,natural,1,5,54,UCI,0.8546875,0.8012085169686923,0.8625,0.8159269134808703,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.30515142157132685
tstcc,device:UCI:21,natural,1,5,55,UCI,0.85625,0.7970256754739513,0.86875,0.8218030219428882,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.29129954501964905
tstcc,device:UCI:21,natural,1,5,56,UCI,0.8578125,0.8044002185126112,0.86875,0.8279113363275175,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.29081089235830293
tstcc,device:UCI:21,natural,1,5,57,UCI,0.859375,0.8057199566115625,0.871875,0.8306311178755126,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2808688051998288
tstcc,device:UCI:21,natural,1,5,58,UCI,0.859375,0.8057199566115625,0.86875,0.8279113363275175,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2874420329928341
tstcc,device:UCI:21,natural,1,5,59,UCI,0.859375,0.8055878057685287,0.865625,0.8223097405440921,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2968438290046379
tstcc,device:UCI:21,natural,1,5,60,UCI,0.85625,0.8008969719575323,0.86875,0.8249736351054576,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.3008764486724658
tstcc,device:UCI:21,natural,1,5,61,UCI,0.8515625,0.8021502165129879,0.871875,0.8356871662235793,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.3354543364490382
tstcc,device:UCI:21,natural,1,5,62,UCI,0.8625,0.8122291269092926,0.878125,0.8415736556855778,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.30073445104019925
tstcc,device:UCI:21,natural,1,5,63,UCI,0.8625,0.8085867546823107,0.878125,0.8389524952069329,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2936921060083478
tstcc,device:UCI:21,natural,1,5,64,UCI,0.8625,0.8139441306047841,0.88125,0.8468705794719892,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2962768342330719
tstcc,device:UCI:21,natural,1,5,65,UCI,0.8609375,0.8074781321170965,0.871875,0.8306311178755126,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2903005201368899
tstcc,device:UCI:21,natural,1,5,66,UCI,0.853125,0.8035522616194666,0.875,0.8387523046053984,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.31191907548900416
tstcc,device:UCI:21,natural,1,5,67,UCI,0.85625,0.8064856695845235,0.878125,0.8440031089483643,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.3008742716142251
tstcc,device:UCI:21,natural,1,5,68,UCI,0.8515625,0.7986117458607607,0.875,0.8333680267834314,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.3089099160359183
tstcc,device:UCI:21,natural,1,5,69,UCI,0.8625,0.8174498496178291,0.875,0.8387523046053984,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.3055522989322526
tstcc,device:UCI:21,natural,1,5,70,UCI,0.8671875,0.8165087804566564,0.88125,0.8467790937384156,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.2897097710520022
tstcc,device:UCI:21,natural,1,5,71,UCI,0.859375,0.8111160190596305,0.878125,0.8438736174021372,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.30252876765963493
tstcc,device:UCI:21,natural,1,5,72,UCI,0.85,0.7991654257819147,0.8625,0.8216487971051943,266.88963317871094,266.88963317871094,none,full,0,,0.0003,0.3454290099980426
