encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec,lr
cnnpff,device:RealWorld_waist:10,natural,0,5,1,RealWorld_waist,0.24296875,0.15878535230673907,0.2734375,0.16268382023752218,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,2,RealWorld_waist,0.153515625,0.06966913488725579,0.21037946428571427,0.0969724276349428,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,3,RealWorld_waist,0.148046875,0.05991562714171201,0.20368303571428573,0.09056810508112656,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,4,RealWorld_waist,0.14921875,0.060306704192564016,0.20424107142857142,0.09083296403515335,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,5,RealWorld_waist,0.147265625,0.06209699814487827,0.20647321428571427,0.09420404320308491,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,6,RealWorld_waist,0.1546875,0.08008192791006524,0.21540178571428573,0.11020111220728405,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,7,RealWorld_waist,0.234375,0.1694675719001603,0.31082589285714285,0.2521271959532547,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,8,RealWorld_waist,0.40546875,0.33637124409756014,0.4486607142857143,0.376269490744733,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,9,RealWorld_waist,0.501171875,0.40467417969965086,0.5055803571428571,0.4124447899120656,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,10,RealWorld_waist,0.530859375,0.42959365756521556,0.5424107142857143,0.4414725499211829,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,11,RealWorld_waist,0.550390625,0.45406382394620604,0.5546875,0.4620937803778174,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,12,RealWorld_waist,0.56640625,0.4775444597511153,0.5652901785714286,0.481915825965105,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,13,RealWorld_waist,0.57734375,0.4979420351414421,0.5842633928571429,0.5144926592780793,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,14,RealWorld_waist,0.591015625,0.5211831636752193,0.5970982142857143,0.5361627999400728,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,15,RealWorld_waist,0.60078125,0.5363865777379949,0.6043526785714286,0.5474359430726239,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,16,RealWorld_waist,0.610546875,0.550863002442682,0.6127232142857143,0.559247354644818,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,17,RealWorld_waist,0.618359375,0.5613194990546937,0.6166294642857143,0.5648527281667794,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,18,RealWorld_waist,0.627734375,0.5745211604743561,0.6205357142857143,0.5698710254185408,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,19,RealWorld_waist,0.634765625,0.583939241918957,0.6222098214285714,0.5725964210166092,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,20,RealWorld_waist,0.63984375,0.5901221465378944,0.6194196428571429,0.5695400495429183,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,21,RealWorld_waist,0.644921875,0.5965966901130897,0.6205357142857143,0.5712221495125881,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,22,RealWorld_waist,0.648828125,0.6019280763183387,0.6244419642857143,0.5749975514374028,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,23,RealWorld_waist,0.651953125,0.6058596369863782,0.6227678571428571,0.5734439311911806,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
cnnpff,device:RealWorld_waist:10,natural,0,5,24,RealWorld_waist,0.6546875,0.6097223064198212,0.6194196428571429,0.5696258226208674,5.5629730224609375,5.5629730224609375,none,4,0,,0.0001
