encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec,lr,val_loss
tstcc,device:WISDM:36,natural,0,5,1,WISDM,0.525390625,0.37680188586137153,0.5245535714285714,0.3444782168186423,457.52508544921875,457.52508544921875,none,4,0,,0.0003,1.102264057312693
tstcc,device:WISDM:36,natural,0,5,2,WISDM,0.539453125,0.40048887405178446,0.5625,0.4130455843429437,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.7487388992948192
tstcc,device:WISDM:36,natural,0,5,3,WISDM,0.529296875,0.40764282368031446,0.5948660714285714,0.5088902004503028,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.6555314532348088
tstcc,device:WISDM:36,natural,0,5,4,WISDM,0.65546875,0.5895711151011231,0.7823660714285714,0.6735559432546467,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.4699586653815849
tstcc,device:WISDM:36,natural,0,5,5,WISDM,0.671875,0.6170353213563899,0.7845982142857143,0.682107453019563,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.41218716531459776
tstcc,device:WISDM:36,natural,0,5,6,WISDM,0.7,0.6314359944710071,0.7779017857142857,0.6676593676593676,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.40408419179064886
tstcc,device:WISDM:36,natural,0,5,7,WISDM,0.704296875,0.6249264079513556,0.7421875,0.6331436275388264,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.4278616974396365
tstcc,device:WISDM:36,natural,0,5,8,WISDM,0.709375,0.6288524538776434,0.7488839285714286,0.639630620110251,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.4087682691003595
tstcc,device:WISDM:36,natural,0,5,9,WISDM,0.70234375,0.6378025450176008,0.7433035714285714,0.635093598672184,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.41955206064241274
tstcc,device:WISDM:36,natural,0,5,10,WISDM,0.737890625,0.7117596370928826,0.7433035714285714,0.6679578992058854,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.4301126939909799
tstcc,device:WISDM:36,natural,0,5,11,WISDM,0.711328125,0.6473331805999067,0.7310267857142857,0.6243569814103009,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.4452155538435493
tstcc,device:WISDM:36,natural,0,5,12,WISDM,0.7109375,0.6293989879707058,0.7198660714285714,0.6108400689942175,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.5974131484649011
tstcc,device:WISDM:36,natural,0,5,13,WISDM,0.71484375,0.647043875479297,0.7310267857142857,0.6231479294364799,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.4606522072239646
tstcc,device:WISDM:36,natural,0,5,14,WISDM,0.7109375,0.6454537649435291,0.7310267857142857,0.6231479294364799,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.4732829802004354
tstcc,device:WISDM:36,natural,0,5,15,WISDM,0.71875,0.6362424000547713,0.7299107142857143,0.6208258288306318,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.5196555851226938
tstcc,device:WISDM:36,natural,0,5,16,WISDM,0.699609375,0.6270962759654969,0.6852678571428571,0.6043986938767386,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.4614192334535931
tstcc,device:WISDM:36,natural,0,5,17,WISDM,0.76015625,0.7527517272508805,0.7455357142857143,0.697657836361582,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.5966206851548382
tstcc,device:WISDM:36,natural,0,5,18,WISDM,0.719140625,0.651385509814491,0.7209821428571429,0.6144466231372732,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.6165547204104119
tstcc,device:WISDM:36,natural,0,5,19,WISDM,0.71484375,0.6458107910787224,0.7198660714285714,0.6120952950107607,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.7330562518244343
tstcc,device:WISDM:36,natural,0,5,20,WISDM,0.721484375,0.6537365680895875,0.7198660714285714,0.6133372048006194,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.6684030316953015
tstcc,device:WISDM:36,natural,0,5,21,WISDM,0.719921875,0.6514168354268104,0.7243303571428571,0.617152159104214,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.6273820888350851
tstcc,device:WISDM:36,natural,0,5,22,WISDM,0.72421875,0.6625267800722554,0.71875,0.6185492637403182,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.8100693206423395
tstcc,device:WISDM:36,natural,0,5,23,WISDM,0.7140625,0.6448337574239833,0.7198660714285714,0.6127179010611158,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.8010545923025347
tstcc,device:WISDM:36,natural,0,5,24,WISDM,0.719921875,0.6485553204225352,0.7209821428571429,0.6138290932811481,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.810789741627689
tstcc,device:WISDM:36,natural,0,5,25,WISDM,0.714453125,0.6452157132901934,0.7209821428571429,0.6138290932811481,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.8248632390126919
tstcc,device:WISDM:36,natural,0,5,26,WISDM,0.717578125,0.6476139462692889,0.7198660714285714,0.6133372048006194,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.8306379266869044
tstcc,device:WISDM:36,natural,0,5,27,WISDM,0.71328125,0.6441590568587383,0.7198660714285714,0.6133372048006194,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.8436102004031584
tstcc,device:WISDM:36,natural,0,5,28,WISDM,0.708984375,0.6405402015248327,0.7176339285714286,0.6111130131514678,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.9311247680369499
tstcc,device:WISDM:36,natural,0,5,29,WISDM,0.71171875,0.6446391490881151,0.7209821428571429,0.6138290932811481,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.7764089115163577
tstcc,device:WISDM:36,natural,0,5,30,WISDM,0.715234375,0.6482244157700535,0.7198660714285714,0.6133372048006194,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.819518312483394
tstcc,device:WISDM:36,natural,0,5,31,WISDM,0.712109375,0.6460376872360389,0.7232142857142857,0.6160461892281732,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.7501249474672866
tstcc,device:WISDM:36,natural,0,5,32,WISDM,0.71640625,0.6500155007984322,0.7198660714285714,0.6133372048006194,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.7931734891275742
tstcc,device:WISDM:36,natural,0,5,33,WISDM,0.71171875,0.6456566836478065,0.7232142857142857,0.6160461892281732,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.7597644041358892
tstcc,device:WISDM:36,natural,0,5,34,WISDM,0.715234375,0.6493070849083945,0.7198660714285714,0.6133372048006194,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.7992969727825506
tstcc,device:WISDM:36,natural,0,5,35,WISDM,0.70390625,0.6376466270649852,0.7209821428571429,0.6138290932811481,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.9077599204444725
tstcc,device:WISDM:36,natural,0,5,36,WISDM,0.705859375,0.6425132709993423,0.7198660714285714,0.6156603837221117,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.892779720215393
tstcc,device:WISDM:36,natural,0,5,37,WISDM,0.70703125,0.6439738436264005,0.71875,0.6128130957859443,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.8448539758433721
tstcc,device:WISDM:36,natural,0,5,38,WISDM,0.707421875,0.6430823996866166,0.7209821428571429,0.6161978467242875,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.9380525789955365
tstcc,device:WISDM:36,natural,0,5,39,WISDM,0.71015625,0.6475817482704218,0.7209821428571429,0.6207452799550347,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.8240845096214409
tstcc,device:WISDM:36,natural,0,5,40,WISDM,0.707421875,0.6445520241562355,0.7198660714285714,0.6156603837221117,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.8384232729856324
tstcc,device:WISDM:36,natural,0,5,41,WISDM,0.716015625,0.6514049007671274,0.7220982142857143,0.62130823699623,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.8228220350034202
tstcc,device:WISDM:36,natural,0,5,42,WISDM,0.712890625,0.6528709114704007,0.7243303571428571,0.6251889939472595,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.8299988869777215
tstcc,device:WISDM:36,natural,0,5,43,WISDM,0.71796875,0.6535999978829672,0.7254464285714286,0.6246313028192958,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.7832908465061337
tstcc,device:WISDM:36,natural,0,5,44,WISDM,0.715234375,0.6607049692389874,0.7232142857142857,0.6268148857087879,457.52508544921875,457.52508544921875,none,4,0,,0.0003,0.8546685851054333
