encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec,lr,val_loss
tstcc,device:WISDM:36,natural,2,5,1,WISDM,0.499609375,0.3502153732433071,0.5078125,0.3869047087709272,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.8092233327125931
tstcc,device:WISDM:36,natural,2,5,2,WISDM,0.555078125,0.4698783553663085,0.5022321428571429,0.4135842982638867,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.872158490919641
tstcc,device:WISDM:36,natural,2,5,3,WISDM,0.684375,0.6108892810428966,0.6941964285714286,0.613077919339779,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.48103503031390055
tstcc,device:WISDM:36,natural,2,5,4,WISDM,0.683984375,0.6200362694343007,0.7120535714285714,0.6036110875996802,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.9328808922852788
tstcc,device:WISDM:36,natural,2,5,5,WISDM,0.69375,0.6245478966808297,0.7154017857142857,0.6069909161651222,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.7205566673406533
tstcc,device:WISDM:36,natural,2,5,6,WISDM,0.693359375,0.6239323615115019,0.7142857142857143,0.6058663637534943,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.7817793622879046
tstcc,device:WISDM:36,natural,2,5,7,WISDM,0.702734375,0.6259153002703445,0.7176339285714286,0.6092340226920383,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.6577747137052938
tstcc,device:WISDM:36,natural,2,5,8,WISDM,0.681640625,0.6098651243724372,0.6640625,0.5834077736805308,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.6601603714350078
tstcc,device:WISDM:36,natural,2,5,9,WISDM,0.71484375,0.6480564520745857,0.7165178571428571,0.6140563524555239,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.6349269584170543
tstcc,device:WISDM:36,natural,2,5,10,WISDM,0.713671875,0.6333359623541743,0.7142857142857143,0.6058663637534943,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.6424908026736895
tstcc,device:WISDM:36,natural,2,5,11,WISDM,0.739453125,0.7363257095400274,0.7321428571428571,0.6860969217057249,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.5696378193533747
tstcc,device:WISDM:36,natural,2,5,12,WISDM,0.686328125,0.6129933750360196,0.6662946428571429,0.5858094341234583,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.5001139834972231
tstcc,device:WISDM:36,natural,2,5,13,WISDM,0.68671875,0.6137732763525208,0.6595982142857143,0.5789054036063054,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.5665702369660721
tstcc,device:WISDM:36,natural,2,5,14,WISDM,0.709375,0.6458715125917415,0.7087053571428571,0.6061840010624987,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.557269442281852
tstcc,device:WISDM:36,natural,2,5,15,WISDM,0.7015625,0.6316200176275764,0.7109375,0.6024802940485183,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.48387641627258354
tstcc,device:WISDM:36,natural,2,5,16,WISDM,0.6953125,0.619963697069621,0.6618303571428571,0.5813170391363647,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.48678278049919754
tstcc,device:WISDM:36,natural,2,5,17,WISDM,0.746875,0.7426502031720661,0.7299107142857143,0.686171314679718,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.6427950049211566
tstcc,device:WISDM:36,natural,2,5,18,WISDM,0.718359375,0.6521136827140964,0.7042410714285714,0.6031308478105906,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4847442551662035
tstcc,device:WISDM:36,natural,2,5,19,WISDM,0.703125,0.6306559255579197,0.7087053571428571,0.6002122199410872,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.6007203346907529
tstcc,device:WISDM:36,natural,2,5,20,WISDM,0.684375,0.6123270376459092,0.65625,0.5762740142469246,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.46517180773831307
tstcc,device:WISDM:36,natural,2,5,21,WISDM,0.69921875,0.6226647091641976,0.6651785714285714,0.5845283386986636,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4714450628104722
tstcc,device:WISDM:36,natural,2,5,22,WISDM,0.767578125,0.7680656407366495,0.7444196428571429,0.7175286308933143,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4601562417246896
tstcc,device:WISDM:36,natural,2,5,23,WISDM,0.75234375,0.7480603110016919,0.734375,0.6929341262178895,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.5139140222178672
tstcc,device:WISDM:36,natural,2,5,24,WISDM,0.6953125,0.6198207165029802,0.6584821428571429,0.5779264730884781,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.5223303394435389
tstcc,device:WISDM:36,natural,2,5,25,WISDM,0.75390625,0.7354679130345044,0.7276785714285714,0.6670006664352738,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4911439115785145
tstcc,device:WISDM:36,natural,2,5,26,WISDM,0.769921875,0.7542385524000212,0.7823660714285714,0.7698206940148438,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4273351524116476
tstcc,device:WISDM:36,natural,2,5,27,WISDM,0.723828125,0.6768695798617236,0.7254464285714286,0.6345131330741057,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4469829730473326
tstcc,device:WISDM:36,natural,2,5,28,WISDM,0.743359375,0.6888381894471356,0.7433035714285714,0.6511482883617239,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.41942166258073954
tstcc,device:WISDM:36,natural,2,5,29,WISDM,0.735546875,0.6716733349129078,0.7254464285714286,0.6291267921846015,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.48461846406354575
tstcc,device:WISDM:36,natural,2,5,30,WISDM,0.7375,0.6739846704099756,0.7131696428571429,0.616391051752023,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.5029192794241096
tstcc,device:WISDM:36,natural,2,5,31,WISDM,0.7546875,0.7221945557402416,0.7254464285714286,0.6473252408376379,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.6001303967454946
tstcc,device:WISDM:36,natural,2,5,32,WISDM,0.72578125,0.6589940641112524,0.7488839285714286,0.6475544510112321,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.40832187628672856
tstcc,device:WISDM:36,natural,2,5,33,WISDM,0.734765625,0.6666834680600568,0.7332589285714286,0.6332854847520323,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.43428164649304385
tstcc,device:WISDM:36,natural,2,5,34,WISDM,0.748046875,0.6933235847752143,0.7723214285714286,0.68030227569446,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.36833015926621165
tstcc,device:WISDM:36,natural,2,5,35,WISDM,0.755078125,0.7130005370009976,0.7388392857142857,0.6622831548204273,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.45880219925832527
tstcc,device:WISDM:36,natural,2,5,36,WISDM,0.7703125,0.7513085302264343,0.7477678571428571,0.6908425490963659,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.46521359380968924
tstcc,device:WISDM:36,natural,2,5,37,WISDM,0.735546875,0.6843875375390602,0.7377232142857143,0.6510707551665335,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4499102433494175
tstcc,device:WISDM:36,natural,2,5,38,WISDM,0.775390625,0.7699123700418626,0.7868303571428571,0.7808357349725475,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4521577806058933
tstcc,device:WISDM:36,natural,2,5,39,WISDM,0.78046875,0.7700984601818145,0.7600446428571429,0.7146084618452316,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.45062097799694
tstcc,device:WISDM:36,natural,2,5,40,WISDM,0.78046875,0.7717221392199172,0.8024553571428571,0.7938525630889901,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4266531098377787
tstcc,device:WISDM:36,natural,2,5,41,WISDM,0.7828125,0.7771698102395422,0.7946428571428571,0.7882108709299845,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4211535508612932
tstcc,device:WISDM:36,natural,2,5,42,WISDM,0.78515625,0.7674994437920593,0.7756696428571429,0.719703571726616,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4082405626947678
tstcc,device:WISDM:36,natural,2,5,43,WISDM,0.777734375,0.7728450781880978,0.8091517857142857,0.769247364521037,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.37309894440945107
tstcc,device:WISDM:36,natural,2,5,44,WISDM,0.7796875,0.7785952720438175,0.7700892857142857,0.7397946433808998,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4481923285066906
tstcc,device:WISDM:36,natural,2,5,45,WISDM,0.7109375,0.6364454601793302,0.703125,0.6232733478100769,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.3994106352240903
tstcc,device:WISDM:36,natural,2,5,46,WISDM,0.7796875,0.7638102289355573,0.7801339285714286,0.7231627963416508,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.3979609457471684
tstcc,device:WISDM:36,natural,2,5,47,WISDM,0.777734375,0.7751788060619046,0.7901785714285714,0.7537296223180101,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.3865510293371699
tstcc,device:WISDM:36,natural,2,5,48,WISDM,0.767578125,0.7459932615295224,0.7566964285714286,0.7362725082086956,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.49508725248584334
tstcc,device:WISDM:36,natural,2,5,49,WISDM,0.79375,0.7955636829991733,0.8158482142857143,0.7990575220550794,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.3648942362300919
tstcc,device:WISDM:36,natural,2,5,50,WISDM,0.786328125,0.786270537500995,0.8035714285714286,0.7767484117559543,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.38709422143295213
tstcc,device:WISDM:36,natural,2,5,51,WISDM,0.7734375,0.7655706319968496,0.7622767857142857,0.7156879780959511,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.43450629581431194
tstcc,device:WISDM:36,natural,2,5,52,WISDM,0.782421875,0.7776365186199576,0.8091517857142857,0.7696448283185642,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.37062864486610386
tstcc,device:WISDM:36,natural,2,5,53,WISDM,0.783984375,0.7748652157287217,0.7801339285714286,0.7346790594977688,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.39759946516798145
tstcc,device:WISDM:36,natural,2,5,54,WISDM,0.7796875,0.7653518639768997,0.7633928571428571,0.710454321666605,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4179323545956452
tstcc,device:WISDM:36,natural,2,5,55,WISDM,0.768359375,0.7394881120365355,0.7712053571428571,0.703385918818449,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4231624982951741
tstcc,device:WISDM:36,natural,2,5,56,WISDM,0.7703125,0.7424727369872612,0.7667410714285714,0.7017770729613113,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4124305953404733
tstcc,device:WISDM:36,natural,2,5,57,WISDM,0.770703125,0.7438958085100967,0.7745535714285714,0.7095549015500628,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.41846849476652487
tstcc,device:WISDM:36,natural,2,5,58,WISDM,0.77421875,0.7602364502072475,0.7790178571428571,0.7249635118959507,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.40874013896765454
tstcc,device:WISDM:36,natural,2,5,59,WISDM,0.78203125,0.7689180587166219,0.7924107142857143,0.7419530548068285,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.40232229019914356
tstcc,device:WISDM:36,natural,2,5,60,WISDM,0.77578125,0.7576954899657973,0.7700892857142857,0.7134672569872742,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.43431208515539765
tstcc,device:WISDM:36,natural,2,5,61,WISDM,0.785546875,0.7728564905881719,0.7857142857142857,0.7359358121783354,457.52508544921875,457.52508544921875,none,full,0,,0.003,0.4017359067220241
