encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec,lr
tstcc,device:MotionSense:17,natural,1,5,1,MotionSense,0.375,0.26366141976599705,0.3411458333333333,0.2217316013577526,216.0535125732422,216.0535125732422,none,full,0,,0.003
tstcc,device:MotionSense:17,natural,1,5,2,MotionSense,0.6005859375,0.5155800275740372,0.5286458333333334,0.43942815399686525,216.0535125732422,216.0535125732422,none,full,0,,0.003
tstcc,device:MotionSense:17,natural,1,5,3,MotionSense,0.6162109375,0.5385634135863365,0.578125,0.4859001160611253,216.0535125732422,216.0535125732422,none,full,0,,0.003
tstcc,device:MotionSense:17,natural,1,5,4,MotionSense,0.5830078125,0.49302143197208337,0.5833333333333334,0.46841420476759094,216.0535125732422,216.0535125732422,none,full,0,,0.003
tstcc,device:MotionSense:17,natural,1,5,5,MotionSense,0.615234375,0.5361257259113427,0.5859375,0.45637677306916324,216.0535125732422,216.0535125732422,none,full,0,,0.003
tstcc,device:MotionSense:17,natural,1,5,6,MotionSense,0.6669921875,0.6043397119872941,0.6041666666666666,0.49051480384926255,216.0535125732422,216.0535125732422,none,full,0,,0.003
tstcc,device:MotionSense:17,natural,1,5,7,MotionSense,0.67578125,0.611566091864964,0.6197916666666666,0.530701816999796,216.0535125732422,216.0535125732422,none,full,0,,0.003
tstcc,device:MotionSense:17,natural,1,5,8,MotionSense,0.716796875,0.6603428746176642,0.6484375,0.5651947104557179,216.0535125732422,216.0535125732422,none,full,0,,0.003
tstcc,device:MotionSense:17,natural,1,5,9,MotionSense,0.7138671875,0.6503824804646353,0.6510416666666666,0.5168831224059333,216.0535125732422,216.0535125732422,none,full,0,,0.003
tstcc,device:MotionSense:17,natural,1,5,10,MotionSense,0.759765625,0.7062811179823377,0.6744791666666666,0.5398442228304915,216.0535125732422,216.0535125732422,none,full,0,,0.003
tstcc,device:MotionSense:17,natural,1,5,11,MotionSense,0.7783203125,0.7272341660886553,0.6927083333333334,0.6060912058706761,216.0535125732422,216.0535125732422,none,full,0,,0.003
