encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec,lr
rnn,device:MotionSense:17,natural,1,5,1,MotionSense,0.4091796875,0.34933297882115905,0.40625,0.3402827341970605,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,2,MotionSense,0.41015625,0.3315024910305205,0.390625,0.3025686809663784,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,3,MotionSense,0.4072265625,0.363604294021767,0.359375,0.2926445258518212,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,4,MotionSense,0.5166015625,0.49695869595265973,0.46875,0.43105885585392917,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,5,MotionSense,0.509765625,0.4665775908356225,0.453125,0.386948825637,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,6,MotionSense,0.546875,0.5089197452207097,0.4973958333333333,0.440553146278378,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,7,MotionSense,0.5498046875,0.508425520619123,0.4869791666666667,0.4245166534121751,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,8,MotionSense,0.5595703125,0.5136976924707373,0.5052083333333334,0.44164132748389745,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,9,MotionSense,0.56640625,0.5214812873564751,0.5,0.4349005656195965,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,10,MotionSense,0.5712890625,0.5224812839460492,0.5104166666666666,0.4414953589784231,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,11,MotionSense,0.5830078125,0.5363050579941878,0.5052083333333334,0.4364798937061349,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,12,MotionSense,0.5849609375,0.5373751445316631,0.5104166666666666,0.43704758289922085,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,13,MotionSense,0.5888671875,0.5414737310127521,0.5130208333333334,0.4397805440172317,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,14,MotionSense,0.587890625,0.544004720196243,0.5078125,0.4347004006772839,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,15,MotionSense,0.5810546875,0.5334457049765174,0.5078125,0.43509784478957,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,16,MotionSense,0.5859375,0.5400385760728061,0.5130208333333334,0.4423879770216654,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,17,MotionSense,0.580078125,0.5398977792331344,0.5208333333333334,0.4546747989896572,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,18,MotionSense,0.5791015625,0.52707597531364,0.5,0.42476777604932914,11.088157653808594,11.088157653808594,none,1,0,,0.003
rnn,device:MotionSense:17,natural,1,5,19,MotionSense,0.59375,0.5602353641977843,0.5364583333333334,0.4786049777702956,11.088157653808594,11.088157653808594,none,1,0,,0.003
