encoder,spec,budget,seed,local_epochs,round,target,test_acc,test_f1_macro,val_acc,val_f1_macro,uplink_mb,downlink_mb,method,n_shots,pretrain_rounds,pretrain_spec,lr,val_loss
tstcc,device:WISDM:36,natural,2,5,1,WISDM,0.51171875,0.3734278875187338,0.4732142857142857,0.32027774764023,457.52508544921875,457.52508544921875,none,1,0,,0.0003,1.2657139812197005
tstcc,device:WISDM:36,natural,2,5,2,WISDM,0.557421875,0.45553978322012667,0.5915178571428571,0.47575303853031636,457.52508544921875,457.52508544921875,none,1,0,,0.0003,0.8052186018654278
tstcc,device:WISDM:36,natural,2,5,3,WISDM,0.586328125,0.491449839949116,0.7198660714285714,0.6118839449162555,457.52508544921875,457.52508544921875,none,1,0,,0.0003,0.5935536708150592
tstcc,device:WISDM:36,natural,2,5,4,WISDM,0.6625,0.5909488799534179,0.7868303571428571,0.6772366254479708,457.52508544921875,457.52508544921875,none,1,0,,0.0003,0.4506604384098734
tstcc,device:WISDM:36,natural,2,5,5,WISDM,0.668359375,0.5910914205106904,0.7879464285714286,0.6777240490006448,457.52508544921875,457.52508544921875,none,1,0,,0.0003,0.4030900980745043
tstcc,device:WISDM:36,natural,2,5,6,WISDM,0.67421875,0.6061214585262045,0.78125,0.6714128080123078,457.52508544921875,457.52508544921875,none,1,0,,0.0003,0.3811073135584593
tstcc,device:WISDM:36,natural,2,5,7,WISDM,0.675390625,0.6070359179102361,0.7767857142857143,0.6671719441066937,457.52508544921875,457.52508544921875,none,1,0,,0.0003,0.374648943277342
tstcc,device:WISDM:36,natural,2,5,8,WISDM,0.676953125,0.6121905387851876,0.7734375,0.6645610325536321,457.52508544921875,457.52508544921875,none,1,0,,0.0003,0.37087020677115234
tstcc,device:WISDM:36,natural,2,5,9,WISDM,0.67578125,0.6099444415564672,0.7779017857142857,0.6688039193118634,457.52508544921875,457.52508544921875,none,1,0,,0.0003,0.3635390124150685
tstcc,device:WISDM:36,natural,2,5,10,WISDM,0.679296875,0.6136446098845202,0.7566964285714286,0.6480056313532065,457.52508544921875,457.52508544921875,none,1,0,,0.0003,0.4009891652635166
